Source,Name,"Main Phone","Main Email",Website,"Website Valid","Email extension",Linkedin,Instagram,"Facebook X (formerly Twitter)",Pinterest,TikTok,Youtube,Mission,"Veteran Owned Business Y/N","Is certified Veteran Owned Business Y/N","Is Veteran Service Organization Y/N","Is VA or GOV Organization Y/N","VA or GOV Type","VA or GOV Subtype","Service Area","Address Line one","Address Line Two",Latitude,Longitude,"Zip Code",Country,State,County,"Municipality - Place",Notes,Owner,"Owner Phone","Owner Email"
careeronestop.org,,503-831-1950,,https://willwp.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"580 Main Street",,,,97338,"United States",,,"Suite B","8am-12pm, 1pm-5pm M-F",1614.html,,
careeronestop.org,,541-686-7601,310.emp@oregon.gov,https://www.laneworkforce.org/investments/adult-investments/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"2510 Oakmont Way",,,,97401,"United States",Oregon,,Eugene,"8:00 am to 5:00 pm, Monday thru Friday",1615.html,,
careeronestop.org,,541-686-7715,OED_312@oregon.gov,https://www.laneworkforce.org/investments/adult-investments/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"3180 Highway 101 North",,,,97439,"United States",Oregon,,Florence,"Hours of Operation: M-F 8:30am-12:00pm and 1:00pm-5:00pm",1616.html,,
careeronestop.org,,541-471-3811,420@emp.state.or.us,https://secure.emp.state.or.us/locations/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"1569 NE F Street",,,,97526,"United States",Oregon,,"Grants Pass","8:30 â€“ 5:00",1617.html,,
careeronestop.org,,541-567-3381,811@emp.state.or.us,https://secure.emp.state.or.us/locations/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"950 SE Columbia Drive",,,,97838,"United States",,,"Suite B","8:30am - 5:00pm  Monday - Friday",1618.html,,
careeronestop.org,,541-883-5630,randal.l.norris@oregon.gov,https://www.eastcascadesworks.org/workforce-resources.html,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"801 Oak Avenue",,,,97601,"United States",Oregon,,"Klamath Falls","8:30 am -5 pm",1619.html,,
careeronestop.org,,310-309-6000,westlajcc@jvs-socal.org,https://jvs-socal.org/for-job-seekers/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"5446 Sepulveda Boulevard",,,,90230,"United States",California,,"Culver City","Monday - Friday 8:00 a.m. - 5:00 p.m.",162.html,,
careeronestop.org,,541-633-2255,820@emp.state.or.us,https://www.eastcascadesworks.org/workforce-resources.html,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"1901 Adams Avenue",,,,97850,"United States",Oregon,,"La Grande","Monday â€“ Friday, 8:30 am â€“ 5:00 pm",1620.html,,
careeronestop.org,,541-259-5787,thomas.j.leggate@employ.oregon.gov,https://communityservices.us/workforce-education/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"44 Industrial Way",,,,97355,"United States",,,"Suite B","8am - 12pm; 1pm - 5pm M-F",1621.html,,
careeronestop.org,,541-791-5707,OED_253@employ.oregon.gov,https://www.nworegonworks.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"4157 Northwest Highway 101",,,,97367,"United States",,,"Suite 250","Monday - Friday 8:30 am-12pm and 1pm-5pm",1622.html,,
careeronestop.org,,503-472-5118,oed_170@employ.oregon.gov,,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"370 NE Norton Lane",,,,97128,"United States",Oregon,,McMinnville,"Monday - Friday 8:30am - 5:00pm",1623.html,,
careeronestop.org,,541-776-6060,410@oregon.gov,https://www.eastcascadesworks.org/workforce-resources.html,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"119 North Oakdale Avenue",,,,97501,"United States",Oregon,,Medford,"Monday - Friday, 8:30am - 5:00pm",1624.html,,
careeronestop.org,,541-265-8891,OED_250@employ.oregon.gov,https://www.nworegonworks.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"120 North East Avery Street",,,,97365,"United States",Oregon,,Newport,"Monday - Friday, 8:00am - 5:00pm",1625.html,,
careeronestop.org,,541-318-7940,Beatriz.h.gonzalez@employ.oregon.gov,https://eowb.org/contact-worksourceoregon,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"375 SW 2nd Avenue",,,,97914,"United States",,,"PO Box 40","8:30 am - 5:00 pm Monday - Friday",1626.html,,
careeronestop.org,,971-673-6400,Tony.S.Walton@oregon.gov,https://www.clackamasworkforce.org/about-us/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"506 High Street",,,,97045,"United States",Oregon,,"Oregon City","8am-5pm M-F",1627.html,,
careeronestop.org,,541-684-2343,810@oregon.gov,https://www.worksourceoregon.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"408 SE 7th Street",,,,97801,"United States",Oregon,,Pendleton,"Monday - Friday, 8:30 am - 5:00 pm",1628.html,,
careeronestop.org,,503-226-7387,EmploymentAccess@ccconcern.org,https://centralcityconcern.org/jobs-location/employment-access-center/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"2 NW 2nd Ave.",,,,97209,"United States",Oregon,,Portland,"Monday - Friday, 8am-5pm (except on Holidays, closed on weekends)",1629.html,,
careeronestop.org,,661-721-5800,justin.delamente@edd.ca.gov,https://www.americasjobcenterofkern.com,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"707 Main Street.",,,,93215,"United States",,,"Suite 5","Monday thru Friday; 8am - 5pm",163.html,,
careeronestop.org,,503-669-7112,,https://www2.worksourceportlandmetro.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"18633 SE Stark St.",,,,97233,"United States",,,"Suite 201","Monday - Friday, 8:30am - 5:00pm",1630.html,,
careeronestop.org,,503-280-6046,skillsteam@irco.org,https://www.oregon.gov/employ/pages/default.aspx,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"30 North Webster Street",,,,97217,"United States",,,"Suite E","Monday - Friday, 8:30am - 5:00pm",1631.html,,
careeronestop.org,,503-772-2300,reception@seworks.org,https://www2.worksourceportlandmetro.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"6401 SE Foster Road",,,,97206,"United States",,,"P..O. Box 86280","8am - 5pm Monday-Friday",1632.html,,
careeronestop.org,,541-693-2727,OED_724@employ.oregon.gov,https://www.eastcascadesworks.org/workforce-resources.html,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"2158 SE College Loop",,,,97756,"United States",,,"Suite B","Monday - Friday 8:30 am - 5:00 pm, Except for legal holidays",1633.html,,
careeronestop.org,,541-440-3344,OED_320@employ.oregon.gov,https://secure.emp.state.or.us/locations/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"846 SE Pine Street",,,,97470,"United States",Oregon,,Roseburg,"Monday - Friday,  8:30am - 5:00pm",1634.html,,
careeronestop.org,,503-378-4846,210.OED_210@oregon.gov,https://worksourceoregon.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"605 Cottage St NE",,,,97301,"United States",Oregon,,Salem,"8:30am - 5pm M-F",1635.html,,
careeronestop.org,,541-255-8116,,https://www.laneworkforce.org/investments/adult-investments/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"101 30th Street",,,,97478,"United States",Oregon,,Springfield,"Monday - Friday, 8:00am - 5:00pm",1636.html,,
careeronestop.org,,503-378-2009,james.a.penley@employ.oregon.gov,https://www.nworegonworks.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"500 N Highway 30",,,,97051,"United States",,,"Suite 320","8am - 5pm M - F",1637.html,,
careeronestop.org,,541-791-5850,manuel.rincon@employ.oregon.org,https://www.eastcascadesworks.org/workforce-resources.html,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"700 Union Street",,,,97058,"United States",,,"Suite 105","8:00 am to 5:00 pm M-F",1638.html,,
careeronestop.org,,503-612-4200,devon.whyte@employ.oregon.gov,https://www2.worksourceportlandmetro.org,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"11950 SW Garden Place",,,,97223,"United States",,,"Suite 100","Monday - Friday, 8:30am - 5:00pm",1639.html,,
careeronestop.org,,"559-406-1001 or 559-591-5701",veronical@proteusinc.org,https://www.employmentconnect.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"400 West Tulare Street",,,,93618,"United States",,,"Prroteus  Suite C","Mon - Fri 8am- 5pm",164.html,,
careeronestop.org,,503-842-4488,Criselda.wilcox@oregon.gov,https://www.oregon.gov/employ/jobseekers/Pages/default.aspx,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"411 Pacific Avenue",,,,97141,"United States",Oregon,,Tillamook,"Monday-Friday, 8:30 am - 5:00 pm",1640.html,,
careeronestop.org,,503-378-8060,Criselda.wilcox@employ.oregon.gov,https://www.nworegonworks.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"2850 SW Main Ct, Suite 100",,,,97146,"United States",,,"Suite 110","8am - 5pm  M - F",1641.html,,
careeronestop.org,,503-980-6805,OED_212@employ.oregon.gov,https://worksourceoregon.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"120 East Lincoln Street",,,,97071,"United States",,,"Suite 115B","8:30am - 5pm M-F",1642.html,,
careeronestop.org,,610-437-5627,mailus@careerlinklv.org,https://careerlinklehighvalley.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"555 Union Boulevard",,,,18109,"United States",Pennsylvania,,Allentown,"7:30 a.m. to 5:00 p.m.",1643.html,,
careeronestop.org,,814-940-6200,shperez@pa.gov,https://sapdc.org/job-seekers/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"1600 5th Ave",,,,16602,"United States",,,"Suite 200","8:30am to 4:30pm Mon. - Thurs.,  9:00am - 4:30pm Fri.",1644.html,,
careeronestop.org,,814-548-7587,rhaefner@pa.gov,https://www.cpwdc.org/pa-careerlink/locations/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"240 Match Factory Place",,,,16823,"United States",Pennsylvania,,Bellefonte,"Mon., Tues., Wed., and Fri  8:30am - 4:30pm;  Thurs.  9:30am - 4:30pm",1645.html,,
careeronestop.org,,570-387-6288,jmercaldo@cpwdc.org,https://www.cpwdc.org/pa-careerlink/locations/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"421 Central Rd",,,,17815,"United States",,,"Suite 1","Mon, Thur, 8:30am - 4:30pm; Tues, Wed, Fri 8:30am - 12:30pm",1646.html,,
careeronestop.org,,"814-363-9100, ext.13",tecole@pa.gov,https://workforcesolutionspa.com/providers-of-service/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"40 Davis Street",,,,16701,"United States",Pennsylvania,,Bradford,"8:00 am to 4:00 pm Monday-Friday (Except Holidays)",1647.html,,
careeronestop.org,,724-431-4000,adluppe@pa.gov,https://www.tricountywib.org/programs/pa-careerlink,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"112 Hollywood Drive",,,,16001,"United States",,,"Suite 203; Pullman Commerce Center","Mon - Fri 8:30 am - 3:30pm",1648.html,,
careeronestop.org,,717-243-4431,RA-PACLCumbCounty@pa.gov,https://www.pacareerlink.pa.gov/jponline/Office/OfficePage/OfficeDetails?Q2KT9WiPAvkEKjC@NKiukIdPpYJz7KrlNhNMafFiWOU-5tZO5CCVptJfXAXYQnEc7e1uWE_Wa2C3qAild@KndqTYFOWYOu5c,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"40 Noble Blvd, STE 12",,,,17013,"United States",Pennsylvania,,Carlisle,"8:00 a.m. to 4:30 p.m.  Mon - Fri",1649.html,,
careeronestop.org,,"619-319-9765 or 619-873-9300",bridgettecoleman@workforce.org,https://workforce.org/jobseekers,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"151 Van Houten Ave",,,,92020,"United States",,,PCG,"Monday - Friday 8:00am- 5:00pm",165.html,,
careeronestop.org,,717-264-4584,RA-LI-BWDP-Chambersb@pa.gov,https://www.facebook.com/PACLFranklin,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"600 Norland Avenue",,,,17201-4205,"United States",Pennsylvania,,Chambersburg,"8:00am-4:30pm Mon.-Fri.",1650.html,,
careeronestop.org,,610-447-3350,PFuss@edsisolutions.com,https://www.delcoworks.org/job-seekers,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"701 Crosby Street",,,,19013,"United States",,,"Suite B","8am to 4:00pm Monday to Friday",1651.html,,
careeronestop.org,,814-765-8118,brroot@pa.gov,https://workforcesolutionspa.com/providers-of-service/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"1125 Linden Street",,,,16830,"United States",,,"Suite 2","Mon., Tues., Wed., Fri. 8am - 4pm; Thurs. 9am - 4pm",1652.html,,
careeronestop.org,,814-274-9330,bysutton@pa.gov,https://workforcesolutionspa.com/providers-of-service/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"279 Rt 6 West",,,,16915,"United States",Pennsylvania,,Coudersport,"M-F 8:00am - 4:00pm",1653.html,,
careeronestop.org,,724-379-4750,PACLMV@washingtongreene.org,https://southwestcornerwdb.com/partners/community-partnerships/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"570 Galiffa Drive",,,,15033,"United States",,,"Donora Industrial Park","Mon.,Tues.,Wed. Thur., 8:00am to 4:00pm; Fri.,10:00 am to 4:00pm",1654.html,,
careeronestop.org,,814-371-0250,brroot@pa.gov,https://workforcesolutionspa.com/providers-of-service/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"602 West DuBois Ave Unit # 1",,,,15801,"United States",Pennsylvania,,DuBois,"8:00am -4:00pm Monday - Friday",1655.html,,
careeronestop.org,,814-455-9966,Jmiceli@pa.gov,https://www.nwpajobconnect.org/careerlink,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"1647 Sassafras Street",,,,16502,"United States",Pennsylvania,,Erie,"M to F 8:30am to 4:30pm",1656.html,,
careeronestop.org,,814-623-6107,shperez@pa.gov,https://sapdc.org/job-seekers/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"195 Pennknoll Rd",,,,15537,"United States",Pennsylvania,,Everett,"Monday - Thursday 8:00 AM - 4:00 PM; Friday 9:00 AM - 4:00 PM",1657.html,,
careeronestop.org,,610-280-1010,pacareerlink@chesco.org,https://www.pacareerlinkchesco.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"479 Thomas Jones Way, Suite 500",,,,19341,"United States",,,"Oaklands Corporate Center","8:30am to 4:30pm",1658.html,,
careeronestop.org,,717-334-1173,brady.rodgers@equusworks.com,https://www.pacareerlink.pa.gov/jponline/Office/OfficePage/OfficeDetails?u3YnVqyq1UNTvX6OjSlNN_8k6BIbOUqzdhNcEBEhua4-8zuckpGOVHvMzoeXlkiXgfqvLRS91SZNOa547WVv8QBPSa8VcvkX,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"150 V-Twin Drive",,,,17325,"United States",Pennsylvania,,Gettysburg,"8:00 a.m. to 4:30 p.m.",1659.html,,
careeronestop.org,,"760-339-2722 or 442-265-7579",carleton.bradley@edd.ca.gov,https://www.ivworkforce.com/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"1550 W Main St",,,,92243,"United States",California,,"El Centro","Monday - Friday 8:00am - 5:00pm",166.html,,
careeronestop.org,,717-783-3270,amorelock@pa.gov,https://scpaworks.org/job-seekers/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"100 N Cameron Street",,,,17101,"United States",,,"Suite 101","8:00 a.m. to 4:30 p.m. Monday - Friday",1660.html,,
careeronestop.org,,570-459-3854,christinejensen@lswib.org,https://lswib.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"75 North Laurel Street",,,,18201,"United States",Pennsylvania,,Hazleton,"Monday-Tuesday-Thursday-Friday:  8:30 am to 4:30 pm Wednesday:  9:30 am to 4:30 pm",1661.html,,
careeronestop.org,,570-390-7613,workforce@wpworkforce.org,https://www.wpworkforce.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"107 8th Street",,,,18431,"United States",Pennsylvania,,Honesdale,"Mon - Fri 8:30 am to 4:30 pm",1662.html,,
careeronestop.org,,814-641-6408,johgardner@pa.gov,https://sapdc.org/job-seekers/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"54 Pennsylvania Avenue",,,,16652-1299,"United States",Pennsylvania,,Huntingdon,"Monday to Friday 8am to 4pm",1663.html,,
careeronestop.org,,724-471-7220,mcolian@pa.gov,https://www.tricountywib.org/programs/pa-careerlink,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"300 Indian Springs Road",,,,15701,"United States",Pennsylvania,,Indiana,"M-F 9:00am to 3:00pm",1664.html,,
careeronestop.org,,814-534-2500,hsaly@pa.gov,https://sapdc.org/job-seekers/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"248 Main Street",,,,15901,"United States",,,"Suite 100","8:00am to 4:00pm Mon - Friday",1665.html,,
careeronestop.org,,724-548-5693,mdillon-gr@pa.gov,https://www.tricountywib.org/programs/pa-careerlink,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"11931 State Route 85, Suite E",,,,16201,"United States",Pennsylvania,,Kittanning,"M, T, TH, Fri - 8:30-4:00; Wed - 9:30 - 4:00",1666.html,,
careeronestop.org,,717-509-5613,info@jobs4lancaster.com,https://www.jobs4lancaster.com/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"1046 Manheim Pike",,,,17601,"United States",Pennsylvania,,Lancaster,"8:30 a.m. to 5:00 p.m. M, T, W, Th, F.  Closed first Wednesday of every other even month at 12:00pm",1667.html,,
careeronestop.org,,717-274-2554,rtorres@pa.gov,https://scpaworks.org/job-seekers/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"243 Schneider Drive",,,,17046-4875,"United States",Pennsylvania,,Lebanon,"Mon - Fri, 8:00 am - 4:30pm",1668.html,,
careeronestop.org,,724-434-5627,pgourn@pa.gov,https://www.westfaywib.org/job-seekers/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"112 Commonwealth Drive",,,,15456,"United States",Pennsylvania,,"Lemont Furnace","Monday - Friday 8AM - 4PM",1669.html,,
careeronestop.org,,619-319-9675,catherinemclean@workforce.org,https://workforce.org/jobseekers,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"649 W. Mission Avenue",,,,92025,"United States",,,"North Inland Live Well Center","Monday - Friday 8 a.m. - 5 p.m. Appointments and Walk-ins",167.html,,
careeronestop.org,,717-248-4942,rhaefner@pa.gov,https://advancecentralpa.org/pa-careerlink/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"6395 SR 103 North",,,,17044,"United States",,,"MCIDC Plaza","Mon/Tue/Thurs/ Fri. - 8:30 to 4:30pm; Wednesday 9 to 4:30pm",1670.html,,
careeronestop.org,,570-893-4022,rulmer@AdvanceCentralPA.org,https://www.cpwdc.org/pa-careerlink/locations/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"8 North Grove Street",,,,17745,"United States",,,"Suite F","M, Th 8:30am - 4:30pm T, W, F 8:30am - 12:30pm",1671.html,,
careeronestop.org,,717-485-5131,jlynch@emp-trng.org,https://www.gocareerlink.org/counties/fulton-county/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"122 West Market Street",,,,17233,"United States",,,"Suite 100","M-F 8:30 a.m. - 4:00 p.m.",1672.html,,
careeronestop.org,,610-723-1220,wec@dccc.edu,https://www.dccc.edu/continuing-education/resources/pa-careerlink,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"901 Media Line Road",,,,19063,"United States",Pennsylvania,,Media,"8:00am - 4:00pm, closed Fridays during summer semesters",1673.html,,
careeronestop.org,,724-728-4860,paclbeaver@washingtongreene.org,https://southwestcornerwdb.com/partners/community-partnerships/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"285 Route 18",,,,15061,"United States",,,"Beaver Valley Mall","M, W, Th, F, 8:00am - 4pm; Tues 10am-4pm",1674.html,,
careeronestop.org,,570-325-2701,carboncl@ptd.net,https://www.carboncountypa.gov/index.php,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"50 E Locust St",,,,18240,"United States",,,"Suite 1","M-F 8:30 am to 4:30 pm",1675.html,,
careeronestop.org,,"724-656-3165, ext. 221",cchamberlain@wcjp.org,https://www.wcjp.org/job-seekers/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"101 South Mercer Street",,,,16101,"United States",,,"Suite 101","8:30am-4:30pm  Mon, Tues, Wed &amp; Fri; 10am-4:30pm Thurs",1676.html,,
careeronestop.org,,724-334-8600,rodomes@pa.gov,https://westmoreland.edu/about/locations/new-kensington.html,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"1150 5th Avenue",,,,15068,"United States",,,"Suite 200","8am-4pm Monday-Friday; 9am-4pm Wednesday",1677.html,,
careeronestop.org,,610-270-3429,Craig.Cuthbert@montgomerycountypa.gov,https://www.montgomerycountypa.gov/2114/PA-CareerLink-Montgomery-County,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"1430 DeKalb Street",,,,19401,"United States",Pennsylvania,,Norristown,"Mon, Tues, Thurs, Fri 8:30am - 4:30pm; Wed 10:30am - 4:30pm",1678.html,,
careeronestop.org,,814-678-5050,elizabeth.wilson@nwpacareerlink.org,https://www.nwpajobconnect.org/careerlink,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"255 Elm Street",,,,16301-1412,"United States",,,"Suite 1","8:30am to 4:30pm Mon-Fri",1679.html,,
careeronestop.org,,707-441-6530,WSBEurekafieldoffice@edd.ca.gov,https://www.gohumco.com/359/The-Job-Market-AJCC,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"409 K Street",,,,95501,"United States",California,,Eureka,"Monday - Friday 8 a.m. - 5:00p.m. Open during lunch  hour",168.html,,
careeronestop.org,,215-557-2592,"joabell@pa.gov; sdukes@pa.gov;  bdandridge@pa.gov",https://pacareerlinkphl.org/employment-services/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"1617 JFK Boulevard",,,,19103,"United States",,,"Suite 200","M-F 8am-4:30pm",1680.html,,
careeronestop.org,,215-473-3630,info@pacareerlinkphl.org,https://philaworks.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"3901 Market Street",,,,19104,"United States",Pennsylvania,,Philadelphia,"Monday-Friday, 8:00 AM - 4:30 PM",1681.html,,
careeronestop.org,,215-978-6503,pacareerlink@state.pa.us,https://pacareerlinkphl.org/employment-services/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"5847 Germantown Ave",,,,19144,"United States",Pennsylvania,,Philadelphia,"Monday thru Friday, 8:00 a.m. - 4:30p.m.",1682.html,,
careeronestop.org,,412-362-8580,admin@enecpittsburgh.com,https://bloomfield-garfield.org/employment/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"113 N Pacific Avenue",,,,15224,"United States",Pennsylvania,,Pittsburgh,"Mon - Fri 9:00am - 5:00pm",1683.html,,
careeronestop.org,,"412-248-JOBS (5627)",info@careerlinkpittsburgh.org,https://careerlinkpittsburgh.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"2040 Ardmore Boulevard",,,,15221,"United States",Pennsylvania,,Pittsburgh,"Monday-Friday, 8:30AM-4PM, In addition, we still are offering virtual services.",1684.html,,
careeronestop.org,,"412-248-JOBS (5627)",info@careerlinkpittsburgh.org,https://careerlinkpittsburgh.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"914 Penn Ave",,,,15222,"United States",,,"Floor #6","Monday-Friday, 8:30AM-4PM, In addition, we still are offering virtual services.",1685.html,,
careeronestop.org,,570-622-5253,sharona@careerlinkpottsville.org,https://lswib.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"201 - 203 East Arch Street",,,,17901,"United States",Pennsylvania,,Pottsville,"8:00 8:30 am to 4:30 pm Monday, Tuesday, Thursday, and Friday; 9:30 am to 4:30 pm Wednesdays",1686.html,,
careeronestop.org,,814-938-0504,brroot@pa.gov,https://workforcesolutionspa.com/providers-of-service/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"602 East Mahoning St.",,,,15767,"United States",Pennsylvania,,Punxsutawney,"8am - 4pm Monday-Friday",1687.html,,
careeronestop.org,,610-988-1300,info@bccl.org,https://www.careerlinkberks.com/job-seekers/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"1920 Kutztown Road",,,,19604,"United States",,,"Suite F","Mon, Tues, Thurs, Fri  8:00  - 4:30; Wed 10:00-4:30",1688.html,,
careeronestop.org,,570-963-4671,c-cgerard@pa.gov,https://www.pacareerlinklackawanna.org/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"135 Franklin Avenue",,,,18503,"United States",Pennsylvania,,Scranton,"Monday - Friday 8:30 am to 4:30 pm",1689.html,,
careeronestop.org,,707-863-3500,SECInfo@solanowdb.org,https://solanoemployment.org,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"500 Chadbourne Road",,,,94534,"United States",,,"Suite A","Monday - Friday, 8:00am to 5:00pm",169.html,,
careeronestop.org,,724-347-9257,nhamilla@wcjp.org,https://www.wcjp.org/job-seekers/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"217 West State Street",,,,16146,"United States",Pennsylvania,,Sharon,"8:30am - 4:30pm Mon, Tue, Thurs. &amp; Fri.; 10:00am to 4:30pm on Wednesday",1690.html,,
careeronestop.org,,570-296-2909,workforce@pikepa.org,https://www.pikepa.org/living___working/workforce_development/index.php,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"837 Route 6",,,,18458,"United States",,,"Unit 2","appointment only, Monday - Friday 8:30 -  4:30",1691.html,,
careeronestop.org,,814-445-4161,hsaly@pa.gov,https://sapdc.org/job-seekers/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"6022 Glades Pike",,,,15501-1461,"United States",,,"Suite 100","8:00am to 4:00pm Mon - Fri",1692.html,,
careeronestop.org,,814-445-1551,mashr@co.somerset.pa.us,,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"300 North Center Avenue",,,,15501,"United States",,,"Ste. 380","Monday - Friday, 8:30am to 4:00pm, closed daily from 12:00pm-1:00pm",1693.html,,
careeronestop.org,,814-834-2857,mgroll@pa.gov,https://workforcesolutionspa.com/providers-of-service/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"245 Depot Street",,,,15857,"United States",Pennsylvania,,"St. Marys","M-F 8am-4pm",1694.html,,
careeronestop.org,,570-988-7300,jmercaldo@cpwdc.org,https://www.cpwdc.org/pa-careerlink/locations/,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"225 Market Street",,,,17801,"United States",,,"Third Floor","M, Tu, Th, F 8:30am-4:30pm; W 9am-4:30pm",1695.html,,
careeronestop.org,,"570-853-1103 or 800-982-4045 x 1103",brepard@trehab.org,https://www.cwds.pa.gov/cwdsonline/Admin/ViewHomePage/PublicHomePage.aspx,,,,,,,,,,,,,Y,Employment,"Employment Services - Job Center",,"1302 Main St.",,,,18847,"United States",Pennsylvania,,Susquehanna,"M-W 7am- 5pm; Thurs 7am-4:30pm; Closed Friday",1696.html,,
