PNuid_NLidu,,Province,,Name_en
Canada,,MB,,"Sandy Lake"
Canada,,MB,,Clanwilliam
Canada,,MB,,Eden
Canada,,MB,,Birnie
Canada,,MB,,"Riding Mountain"
Canada,,MB,,"Otter Lake"
Canada,,MB,,Onanole
Canada,,MB,,Wasagaming
Canada,,MB,,Keeseekoowenin
Canada,,MB,,Elphinstone
Canada,,MB,,Kelwood
Canada,,MB,,McCreary
Canada,,MB,,Laurier
Canada,,MB,,"Ste. Amélie"
Canada,,MB,,"Ste. Rose du Lac"
Canada,,MB,,Makinak
Canada,,MB,,"Ochre River"
Canada,,MB,,"Dauphin Beach"
Canada,,MB,,"Ochre Beach"
Canada,,MB,,Dauphin
Canada,,MB,,"Valley River"
Canada,,MB,,Ashville
Canada,,MB,,Rorketon
Canada,,MB,,Sifton
Canada,,MB,,"Fork River"
Canada,,MB,,Ethelbert
Canada,,MB,,"Spence Lake"
Canada,,MB,,"Meadow Portage"
Canada,,MB,,"Salt Point"
Canada,,MB,,Winnipegosis
Canada,,MB,,Waterhen
Canada,,MB,,Mallard
Canada,,MB,,"Rock Ridge"
Canada,,MB,,Menzie
Canada,,MB,,Glenella
Canada,,MB,,Tenby
Canada,,MB,,Arden
Canada,,MB,,Easterville
Canada,,MB,,"Denbeigh Point"
Canada,,MB,,"Grand Rapids"
Canada,,MB,,"Dawson Bay"
Canada,,MB,,Camperville
Canada,,MB,,"Duck Bay"
Canada,,MB,,"Pine River"
Canada,,MB,,Cowan
Canada,,MB,,"Swan River"
Canada,,MB,,Minitonas
Canada,,MB,,Renwer
Canada,,MB,,Bowsman
Canada,,MB,,Kenville
Canada,,MB,,Durban
Canada,,MB,,Benito
Canada,,MB,,"San Clara"
Canada,,MB,,"Boggy Creek"
Canada,,MB,,Makaroff
Canada,,MB,,Roblin
Canada,,MB,,Dropmore
Canada,,MB,,Shellmouth
Canada,,MB,,Inglis
Canada,,MB,,Shevlin
Canada,,MB,,Bield
Canada,,MB,,Grandview
Canada,,MB,,"Gilbert Plains"
Canada,,MB,,Garland
Canada,,MB,,Lenswood
Canada,,MB,,"Birch River"
Canada,,MB,,Bellsite
Canada,,MB,,Mafeking
Canada,,MB,,Barrows
Canada,,MB,,"Red Deer Lake"
Canada,,MB,,Baden
Canada,,MB,,Powell
Canada,,MB,,Russell
Canada,,MB,,Silverton
Canada,,MB,,Angusville
Canada,,MB,,Rossburn
Canada,,MB,,Binscarth
Canada,,MB,,Millwood
Canada,,MB,,Harrowby
Canada,,MB,,Waywayseecappo
Canada,,MB,,Vista
Canada,,MB,,St-Lazare
Canada,,MB,,Foxwarren
Canada,,MB,,Solsgirth
Canada,,MB,,"Arrow River"
Canada,,MB,,Lavinia
Canada,,MB,,Hamiota
Canada,,MB,,Westray
Canada,,MB,,"Young Point"
Canada,,MB,,"Opaskwayak Cree Nation 21a"
Canada,,MB,,"The Pas"
Canada,,MB,,Umpherville
Canada,,MB,,"Ralls Island"
Canada,,MB,,"Opaskwayak Cree Nation 21i"
Canada,,MB,,Moostissoostikwan
Canada,,MB,,"Clearwater Lake"
Canada,,MB,,Cormorant
Canada,,MB,,Wanless
Canada,,MB,,"Cranberry Portage"
Canada,,MB,,"Bakers Narrows"
Canada,,MB,,"Big Island Lake"
Canada,,MB,,Channing
Canada,,MB,,"Flin Flon"
Canada,,MB,,"Schist Lake"
Canada,,MB,,Sherridon
Canada,,MB,,"Snow Lake"
Canada,,MB,,"Herb Lake"
Canada,,MB,,"Osborne Lake"
Canada,,MB,,"Chisel Lake"
Canada,,MB,,Wabowden
Canada,,MB,,"Thicket Portage"
Canada,,MB,,Thompson
Canada,,MB,,Pikwitonei
Canada,,MB,,"Nelson House"
Canada,,MB,,"Granville Lake"
Canada,,MB,,"Leaf Rapids"
Canada,,MB,,"Lynn Lake"
Canada,,MB,,"Norway House (Fort Island)"
Canada,,MB,,Kinusisipi
Canada,,MB,,"Gods Lake Narrows"
Canada,,MB,,"Island Lake"
Canada,,MB,,"Split Lake"
Canada,,MB,,Gillam
Canada,,MB,,Bird
Canada,,MB,,Churchill
Canada,,MB,,"Moose Lake"
Canada,,MB,,"Norway House"
Canada,,MB,,"Gods Lake"
Canada,,MB,,"Paint Lake"
Canada,,MB,,"Little Black River (Black River First Nation)"
Canada,,MB,,"Brokenhead Reserve (Brokenhead Ojibway Nation)"
Canada,,MB,,"Fort Alexander (Fort Alexander)"
Canada,,MB,,"Wanipigow (Hollow Water)"
Canada,,MB,,"Fisher River Cree Nation (Fisher River)"
Canada,,MB,,"Buffalo Point (Buffalo Point First Nation)"
Canada,,MB,,"Berens River"
Canada,,MB,,Bloodvein
Canada,,MB,,"Jackhead (Kinonjeoshtegon First Nation)"
Canada,,MB,,Peguis
Canada,,MB,,"Little Grand Rapids"
Canada,,MB,,"Lake Manitoba"
Canada,,MB,,"Pinaymootang First Nation"
Canada,,MB,,"Ginew (Roseau River Anishinabe First Nation Government)"
Canada,,MB,,"Little Saskatchewan"
Canada,,MB,,"Lake St. Martin"
Canada,,MB,,"Cross Lake (Cross Lake Band of Indians)"
Canada,,MB,,"Poplar River (Poplar River First Nation)"
Canada,,MB,,"Rossville (Norway House Cree Nation)"
Canada,,MB,,"O-Chi-Chak-Ko-Sipi First Nation"
Canada,,MB,,"Ebb and Flow"
Canada,,MB,,"Waterhen Reserve (Skownan First Nation)"
Canada,,MB,,"Pine Creek"
Canada,,MB,,"Sandy Bay"
Canada,,MB,,"Birdtail Sioux"
Canada,,MB,,"Waywayseecappo First Nation Treaty Four - 1874"
Canada,,MB,,Keeseekoowenin
Canada,,MB,,"Long Plain"
Canada,,MB,,"Dakota Plains"
Canada,,MB,,"Oak Lake Reserve (Canupawakpa Dakota First Nation)"
Canada,,MB,,"Sioux Valley (Sioux Valley Dakota Nation)"
Canada,,MB,,"Rolling River"
Canada,,MB,,"Valley River Reserve (Tootinaowaziibeeng Treaty Reserve)"
Canada,,MB,,"Swan Lake Reserve (Swan Lake)"
Canada,,MB,,"Gambler First Nation"
Canada,,MB,,"Dakota Tipi"
Canada,,MB,,"God's Lake First Nation"
Canada,,MB,,"Garden Hill (Garden Hill First Nations)"
Canada,,MB,,"St. Theresa Point"
Canada,,MB,,"Wasagamack (Wasagamack First Nation)"
Canada,,MB,,"Red Sucker Lake"
Canada,,MB,,"Oxford House (Bunibonibee Cree Nation)"
Canada,,MB,,"Gods River (Manto Sipi Cree Nation)"
Canada,,MB,,"Tadoule Lake (Sayisi Dene First Nation)"
Canada,,MB,,"York Landing (York Factory First Nation)"
Canada,,MB,,"Fox Lake"
Canada,,MB,,"Tataskweyak Cree Nation"
Canada,,MB,,"Shamattawa First Nation"
Canada,,MB,,"Barren Lands (Barren Lands)"
Canada,,MB,,"Chemawawin Cree Nation (Chemawawin Cree Nation)"
Canada,,MB,,"Grand Rapids (Misipawistik Cree Nation)"
Canada,,MB,,"Pukatawagan (Mathias Colomb)"
Canada,,MB,,"Mosakahiken Cree Nation (Mosakahiken Cree Nation)"
Canada,,MB,,"Nelson House (Nisichawayasihk Cree Nation)"
Canada,,MB,,"Shoal River No.65A (Sapotaweyak Cree Nation)"
Canada,,MB,,"Opaskwayak Cree Nation (Opaskwayak Cree Nation)"
Canada,,MB,,"Anama Bay (Dauphin River)"
Canada,,MB,,"Lac Brochet (Northlands Denesuline First Nation)"
Canada,,MB,,"South Indian Lake (O-Pipon-Na-Piwin Cree Nation)"
Canada,,MB,,"Ilford (War Lake First Nation)"
Canada,,MB,,"Indian Birch (Wuskwi Sipihk First Nation)"
Canada,,MB,,"Pauingassi First Nation"
Canada,,MB,,"Black Sturgeon Indian Reserve (Marcel Colomb First Nation)"
Canada,,MB,,"Fox Lake No.2 (Fox Lake Cree Nation)"
Canada,,MB,,"Shoal River No.65F (Sapotaweyak Cree Nation)"
Canada,,MB,,"Wuskwi Sipihk First Nation No.2"
Canada,,MB,,"Shoal River No.65B (Sapotaweyak Cree Nation)"
Canada,,MB,,"Sapotaweyak Cree Nation (Sapotaweyak Cree Nation)"
Canada,,MB,,"Pelican Rapids Access Road Phase 1 (Sapotaweyak Cree Nation)"
Canada,,MB,,Badger
Canada,,MB,,"Balaton Beach"
Canada,,MB,,"Balmy Beach"
Canada,,MB,,"Balsam Harbour"
Canada,,MB,,Barnsley
Canada,,MB,,"Barren Lake"
Canada,,MB,,"Bay Shore Heights"
Canada,,MB,,Beaconia
Canada,,MB,,"Beaver Creek"
Canada,,MB,,Belair
Canada,,MB,,"Benyk'S Point"
Canada,,MB,,"Bird Lake"
Canada,,MB,,"Booster Lake"
Canada,,MB,,"Boulder Bay"
Canada,,MB,,"Brewster Bay"
Canada,,MB,,Bristol
Canada,,MB,,Broomhill
Canada,,MB,,"Camp Morton"
Canada,,MB,,Carey
Canada,,MB,,Cartier
Canada,,MB,,"Easterville Chemawawin Indian Reserve"
Canada,,MB,,"Cherry Point"
Canada,,MB,,"Childs Lake"
Canada,,MB,,"Chimo Resort"
Canada,,MB,,"Onanole North"
Canada,,MB,,"Cold Lake"
Canada,,MB,,"Cooks Creek"
Canada,,MB,,Cordova
Canada,,MB,,"Crawford Park"
Canada,,MB,,"Crescent Cove Beach"
Canada,,MB,,"Crossing Bay"
Canada,,MB,,Decker
Canada,,MB,,Deerhorn
Canada,,MB,,"Ditch Lake"
Canada,,MB,,"Dorothy Lake"
Canada,,MB,,"Eleanor Lake"
Canada,,MB,,"Elm Bay"
Canada,,MB,,"Fort Island"
Canada,,MB,,Friedensfeld
Canada,,MB,,"Friedensfeld West"
Canada,,MB,,"Frog Bay"
Canada,,MB,,"Gimli Industrial Park"
Canada,,MB,,"Glad Lake"
Canada,,MB,,Glencairn
Canada,,MB,,Glenlea
Canada,,MB,,"Grindstone Point"
Canada,,MB,,"Gull Lake"
Canada,,MB,,Halbstadt
Canada,,MB,,Horod
Canada,,MB,,"Hunt Lake"
Canada,,MB,,Husavik
Canada,,MB,,Isabella
Canada,,MB,,"Island Beach"
Canada,,MB,,"Jack River"
Canada,,MB,,"Jessica Lake"
Canada,,MB,,"Keeseekoowenin Reserve"
Canada,,MB,,Kilman
Canada,,MB,,"Kings Park"
Canada,,MB,,Koostatak
Canada,,MB,,"Laguna Beach"
Canada,,MB,,"Lake Audy"
Canada,,MB,,"Lake Irwin"
Canada,,MB,,"Lake Metigoshe"
Canada,,MB,,"Laurentia Beach"
Canada,,MB,,"Leaside Beach"
Canada,,MB,,Limestone
Canada,,MB,,"Little Indian Bay"
Canada,,MB,,"Liz Lake"
Canada,,MB,,"Loch Woods"
Canada,,MB,,"Loni Beach"
Canada,,MB,,"Manhattan Beach"
Canada,,MB,,Manipogo
Canada,,MB,,Manson
Canada,,MB,,Marquette
Canada,,MB,,Mather
Canada,,MB,,"Mcdougalls Landing"
Canada,,MB,,Mcmunn
Canada,,MB,,Meadows
Canada,,MB,,Menisino
Canada,,MB,,"Mission Island"
Canada,,MB,,"Moonlight Bay"
Canada,,MB,,"Moose Lake Silver Birch"
Canada,,MB,,Mowbray
Canada,,MB,,"National Mills"
Canada,,MB,,Neuhorst
Canada,,MB,,"Noble Lake"
Canada,,MB,,"Oako Beach"
Canada,,MB,,"Overflowing River"
Canada,,MB,,"Patricia Beach"
Canada,,MB,,"Pebble Beach"
Canada,,MB,,"Pelican Beach"
Canada,,MB,,"Penniac Bay"
Canada,,MB,,"Peonan Point"
Canada,,MB,,"Pleasant Valley"
Canada,,MB,,Ponemah
Canada,,MB,,"Pulp River"
Canada,,MB,,Rackham
Canada,,MB,,Reinfeld
Canada,,MB,,"Rock Lake"
Canada,,MB,,"Rocky Lake East"
Canada,,MB,,Rosa
Canada,,MB,,Rosser
Canada,,MB,,"Rossman Lake"
Canada,,MB,,Routledge
Canada,,MB,,Scanterbury
Canada,,MB,,"Setting Lake"
Canada,,MB,,Sidney
Canada,,MB,,Siglavik
Canada,,MB,,"Silver Plains"
Canada,,MB,,"Silver Ridge"
Canada,,MB,,Skownan
Canada,,MB,,"Sourdough Bay"
Canada,,MB,,"Spruce Sands"
Canada,,MB,,"Ste. Elizabeth"
Canada,,MB,,"Star Beach"
Canada,,MB,,"Star Lake"
Canada,,MB,,Stephenfield
Canada,,MB,,"Stevenson Island"
Canada,,MB,,Sundance
Canada,,MB,,"Sunnyside Beach"
Canada,,MB,,"Sunset Bay"
Canada,,MB,,"Sunset Beach"
Canada,,MB,,"The Barrier"
Canada,,MB,,"Toniata Beach"
Canada,,MB,,Tourond
Canada,,MB,,"Traverse Bay"
Canada,,MB,,"Twin Lakes Beach"
Canada,,MB,,Ukraina
Canada,,MB,,Valhalla
Canada,,MB,,Vidir
Canada,,MB,,Waldersee
Canada,,MB,,Wampum
Canada,,MB,,"Wellman Lake"
Canada,,MB,,"West Island"
Canada,,MB,,Westgate
Canada,,MB,,"White Mud Falls"
Canada,,MB,,"Whitesands Estates"
Canada,,MB,,Whytewold
Canada,,MB,,"Willow Island"
Canada,,MB,,Woodmore
Canada,,MB,,"Woods Creek"
Canada,,MB,,Zhoda
Canada,,MB,,"Onanole East"
Canada,,MB,,"Clear Lake"
Canada,,MB,,"Clear Lake North Shore"
Canada,,MB,,"Cross Lake"
Canada,,MB,,"Pelican Rapids"
Canada,,NB,,"Saint John"
Canada,,NB,,Moncton
Canada,,NB,,Fredericton
Canada,,NB,,Edmundston
Canada,,NB,,Riverview
Canada,,NB,,Dieppe
Canada,,NB,,Quispamsis
Canada,,NB,,Bathurst
Canada,,NB,,Rothesay
Canada,,NB,,Oromocto
Canada,,NB,,Marysville
Canada,,NB,,Campbellton
Canada,,NB,,Chatham
Canada,,NB,,Newcastle
Canada,,NB,,"Grand Falls"
Canada,,NB,,Sackville
Canada,,NB,,Woodstock
Canada,,NB,,Shediac
Canada,,NB,,"St. Stephen"
Canada,,NB,,Caraquet
Canada,,NB,,Beresford
Canada,,NB,,"New Maryland"
Canada,,NB,,Sussex
Canada,,NB,,Hampton
Canada,,NB,,Dalhousie
Canada,,NB,,Shippagan
Canada,,NB,,Bouctouche
Canada,,NB,,Saint-Quentin
Canada,,NB,,Cap-Pele
Canada,,NB,,"Petit Rocher"
Canada,,NB,,Salisbury
Canada,,NB,,Perth-Andover
Canada,,NB,,"Saint Andrews"
Canada,,NB,,Balmoral
Canada,,NB,,Neguac
Canada,,NB,,Bas-Caraquet
Canada,,NB,,Lamèque
Canada,,NB,,McAdam
Canada,,NB,,"St. George"
Canada,,NB,,Saint-Antoine
Canada,,NB,,Charlo
Canada,,NB,,Petitcodiac
Canada,,NB,,Chipman
Canada,,NB,,"St. Leonard"
Canada,,NB,,Atholville
Canada,,NB,,Norton
Canada,,NB,,Richibucto
Canada,,NB,,"Eel River Crossing"
Canada,,NB,,Maliseet
Canada,,NB,,Hillsborough
Canada,,NB,,Bertrand
Canada,,NB,,Rogersville
Canada,,NB,,"Plaster Rock"
Canada,,NB,,Kedgwick
Canada,,NB,,Sainte-Anne-de-Madawaska
Canada,,NB,,Sainte-Anne-de-Kent
Canada,,NB,,Sainte-Marie-Saint-Raphaël
Canada,,NB,,"Blacks Harbour"
Canada,,NB,,Nackawic
Canada,,NB,,Pointe-Verte
Canada,,NB,,Blackville
Canada,,NB,,Dorchester
Canada,,NB,,Saint-Isidore
Canada,,NB,,Clair
Canada,,NB,,Rivière-Verte
Canada,,NB,,Grande-Anse
Canada,,NB,,Rexton
Canada,,NB,,Saint-Léolin
Canada,,NB,,Saint-Basile
Canada,,NB,,Florenceville
Canada,,NB,,Bristol
Canada,,NB,,"North Head"
Canada,,NB,,"Fredericton Junction"
Canada,,NB,,Gagetown
Canada,,NB,,Paquetville
Canada,,NB,,Cambridge-Narrows
Canada,,NB,,Tracy
Canada,,NB,,"Baker Brook"
Canada,,NB,,Bath
Canada,,NB,,"Saint-François de Madawaska"
Canada,,NB,,Centreville
Canada,,NB,,Hartland
Canada,,NB,,Drummond
Canada,,NB,,Doaktown
Canada,,NB,,Nigadoo
Canada,,NB,,"Saint-Louis de Kent"
Canada,,NB,,"St. Martins"
Canada,,NB,,Harvey
Canada,,NB,,Millville
Canada,,NB,,Alma
Canada,,NB,,Elgin
Canada,,NB,,Meductic
Canada,,NB,,Havelock
Canada,,NB,,Aroostook
Canada,,NB,,Napadogan
Canada,,NB,,Jacksonville
Canada,,NB,,Riverside-Albert
Canada,,NB,,Canterbury
Canada,,NB,,Lakeville
Canada,,NB,,"Cumberland Bay"
Canada,,NB,,"Keswick Ridge"
Canada,,NB,,Geary
Canada,,NB,,Glassville
Canada,,NB,,"Nashwaak Bridge"
Canada,,NB,,Jemseg
Canada,,NB,,"Browns Flat"
Canada,,NB,,"Mill Cove"
Canada,,NB,,Harcourt
Canada,,NB,,Debec
Canada,,NB,,Boiestown
Canada,,NB,,"Port Elgin"
Canada,,NB,,Taymouth
Canada,,NB,,Juniper
Canada,,NB,,Stanley
Canada,,NB,,"Lawrence Station"
Canada,,NB,,"Moores Mills"
Canada,,NB,,"Cape Tormentine"
Canada,,NB,,"Sunny Corner"
Canada,,NB,,Acadieville
Canada,,NB,,Pointe-Sapin
Canada,,NB,,Escuminac
Canada,,NB,,Lavillette
Canada,,NB,,Arthurette
Canada,,NB,,Odell
Canada,,NB,,Saint-Sauveur
Canada,,NB,,Upsalquitch
Canada,,NB,,Saint-Paul
Canada,,NB,,"Bass River"
Canada,,NB,,Cocagne
Canada,,NB,,Saint-Jean-Baptiste-de-Restigouche
Canada,,NB,,"St. Margarets"
Canada,,NB,,Saint-Martin-de-Restigouche
Canada,,NB,,"Riley Brook"
Canada,,NB,,Oxbow
Canada,,NB,,Fosterville
Canada,,NB,,"New Bandon"
Canada,,NB,,Sillikers
Canada,,NB,,Renous
Canada,,NB,,Saint-Ignace
Canada,,NB,,Notre-Dame-des-Érables
Canada,,NB,,Pont-Landry
Canada,,NB,,Scoudouc
Canada,,NB,,"Baie Verte"
Canada,,NB,,"Point de Bute"
Canada,,NB,,Jolicure
Canada,,NB,,"Baie Verte Road"
Canada,,NB,,Bayfield
Canada,,NB,,"Murray Corner"
Canada,,NB,,Bas-Cap-Pelé
Canada,,NB,,Petit-Cap
Canada,,NB,,Trois-Ruisseaux
Canada,,NB,,LeBlanc
Canada,,NB,,Shemogue
Canada,,NB,,"Dupuis Corner"
Canada,,NB,,Robichaud
Canada,,NB,,Barachois
Canada,,NB,,Pointe-du-Chêne
Canada,,NB,,Haute-Aboujagane
Canada,,NB,,"Middle Sackville"
Canada,,NB,,"West Sackville"
Canada,,NB,,"Wood Point"
Canada,,NB,,Rockport
Canada,,NB,,Bayside
Canada,,NB,,"Cape Spear"
Canada,,NB,,Cookville
Canada,,NB,,Midgic
Canada,,NB,,"Upper Sackville"
Canada,,NB,,Memramcook
Canada,,NB,,"College Bridge"
Canada,,NB,,"Memramcook East"
Canada,,NB,,Saint-Joseph
Canada,,NB,,"La Hêtrière"
Canada,,NB,,"Gautreau Village"
Canada,,NB,,Weldon
Canada,,NB,,"Lower Coverdale"
Canada,,NB,,Lakeburn
Canada,,NB,,Saint-Anselme
Canada,,NB,,Hildegarde
Canada,,NB,,Harrisville
Canada,,NB,,Lakeville
Canada,,NB,,"Five Points"
Canada,,NB,,"Boundary Creek"
Canada,,NB,,Irishtown
Canada,,NB,,Dufourville
Canada,,NB,,"Chapman Corner"
Canada,,NB,,"Shediac Cape"
Canada,,NB,,"Shediac Bridge"
Canada,,NB,,Notre-Dame
Canada,,NB,,Bourgeois
Canada,,NB,,Cap-de-Cocagne
Canada,,NB,,Cap-des-Caissie
Canada,,NB,,Grande-Digue
Canada,,NB,,Saint-Philippe
Canada,,NB,,Cormierville
Canada,,NB,,Côte-d'Or
Canada,,NB,,Saint-Thomas-de-Kent
Canada,,NB,,Buctouche-Sud
Canada,,NB,,Sainte-Marie-de-Kent
Canada,,NB,,"McKees Mills"
Canada,,NB,,Saint-Édouard-de-Kent
Canada,,NB,,Saint-Pierre-de-Kent
Canada,,NB,,Côte-Sainte-Anne
Canada,,NB,,Maria-de-Kent
Canada,,NB,,"South Branch"
Canada,,NB,,"West Branch"
Canada,,NB,,Normandie
Canada,,NB,,Clairville
Canada,,NB,,Légerville
Canada,,NB,,Adamsville
Canada,,NB,,Cap-Lumière
Canada,,NB,,Richibucto-Village
Canada,,NB,,Bedec
Canada,,NB,,Jardineville
Canada,,NB,,Grande-Aldouane
Canada,,NB,,Petite-Aldouane
Canada,,NB,,Saint-Charles
Canada,,NB,,Kouchibouguac
Canada,,NB,,Baie-Sainte-Anne
Canada,,NB,,Manuels
Canada,,NB,,Hardwicke
Canada,,NB,,"Bay du Vin Beach"
Canada,,NB,,"Point Gardiner"
Canada,,NB,,Miramichi
Canada,,NB,,"Black River"
Canada,,NB,,"Black River Bridge"
Canada,,NB,,"Little Branch"
Canada,,NB,,Douglastown
Canada,,NB,,Nelson-Miramichi
Canada,,NB,,Loggieville
Canada,,NB,,"Forest Corner"
Canada,,NB,,Moorefield
Canada,,NB,,"Lower Newcastle"
Canada,,NB,,"Oak Point"
Canada,,NB,,"The Willows"
Canada,,NB,,"Upper Napan"
Canada,,NB,,"Chatham Head"
Canada,,NB,,Strathadam
Canada,,NB,,Whitney
Canada,,NB,,Lyttleton
Canada,,NB,,Matthews
Canada,,NB,,Quarryville
Canada,,NB,,Coughlan
Canada,,NB,,Derby
Canada,,NB,,"Upper Blackville"
Canada,,NB,,Shinnickburn
Canada,,NB,,Priceville
Canada,,NB,,Ludlow
Canada,,NB,,"Carrolls Crossing"
Canada,,NB,,Russelltown
Canada,,NB,,Amostown
Canada,,NB,,O'Donnells
Canada,,NB,,Astle
Canada,,NB,,"Parker Ridge"
Canada,,NB,,Howard
Canada,,NB,,"Keenan Siding"
Canada,,NB,,"The Lots"
Canada,,NB,,"Weaver Siding"
Canada,,NB,,Blissfield
Canada,,NB,,"Grand Lake Road"
Canada,,NB,,Storeytown
Canada,,NB,,"Bloomfield Ridge"
Canada,,NB,,Holtville
Canada,,NB,,McGivney
Canada,,NB,,"Cross Creek"
Canada,,NB,,Williamsburg
Canada,,NB,,"Trout Brook"
Canada,,NB,,Wayerton
Canada,,NB,,"Big Hole Tract No. 8 (South Half) (Notoaganeg)"
Canada,,NB,,Exmoor
Canada,,NB,,"Beaver Brook Station"
Canada,,NB,,Nowlanville
Canada,,NB,,Barryville
Canada,,NB,,"New Jersey"
Canada,,NB,,Lagacéville
Canada,,NB,,Saint-Wilfred
Canada,,NB,,"Lower Neguac"
Canada,,NB,,Fairisle
Canada,,NB,,Covedell
Canada,,NB,,Tabusintac
Canada,,NB,,Brantville
Canada,,NB,,Pontgravé
Canada,,NB,,Rivière-du-Portage
Canada,,NB,,Pont-Lafrance
Canada,,NB,,Leech
Canada,,NB,,Saint-Pons
Canada,,NB,,"Upper Sheila"
Canada,,NB,,Benoit
Canada,,NB,,Saumarez
Canada,,NB,,Tracadie
Canada,,NB,,Sheila
Canada,,NB,,"Losier Settlement"
Canada,,NB,,Boishébert
Canada,,NB,,Duguayville
Canada,,NB,,Haut-Sainte-Rose
Canada,,NB,,"Six Roads"
Canada,,NB,,Maltampec
Canada,,NB,,Landry
Canada,,NB,,Inkerman
Canada,,NB,,"Four Roads"
Canada,,NB,,"South River"
Canada,,NB,,Pokemouche
Canada,,NB,,"Upper Pokemouche"
Canada,,NB,,Evangeline
Canada,,NB,,"Inkerman Ferry"
Canada,,NB,,Centre-Saint-Simon
Canada,,NB,,Haut-Saint-Simon
Canada,,NB,,Sainte-Rose-Gloucester
Canada,,NB,,Thériault
Canada,,NB,,Anse-Bleue
Canada,,NB,,Maisonnette
Canada,,NB,,"Le Bouthillier"
Canada,,NB,,"Middle Caraquet"
Canada,,NB,,Pokesudie
Canada,,NB,,Morais
Canada,,NB,,"Le Goulet"
Canada,,NB,,Haut-Shippegan
Canada,,NB,,"Savoy Landing"
Canada,,NB,,Chiasson
Canada,,NB,,Sainte-Marie-sur-Mer
Canada,,NB,,Cap-Bateau
Canada,,NB,,"Coteau Road"
Canada,,NB,,Petite-Rivière-de-l'Ile
Canada,,NB,,Pointe-Canot
Canada,,NB,,Sainte-Cécile
Canada,,NB,,"Pigeon Hill"
Canada,,NB,,"Little Shippegan"
Canada,,NB,,"Miscou Centre"
Canada,,NB,,"Miscou Harbour"
Canada,,NB,,"Miscou Lighthouse"
Canada,,NB,,"Miscou Plains"
Canada,,NB,,"Wilson Point"
Canada,,NB,,"Black Rock"
Canada,,NB,,"New Bandon"
Canada,,NB,,Pokeshaw
Canada,,NB,,Stonehaven
Canada,,NB,,Canobie
Canada,,NB,,Val-Doucet
Canada,,NB,,Sainte-Anne-du-Bocage
Canada,,NB,,Haut-Caraquet
Canada,,NB,,"Allardville East"
Canada,,NB,,Butte-D'Or
Canada,,NB,,Allardville
Canada,,NB,,Daulnay
Canada,,NB,,Jeanne-Mance
Canada,,NB,,Janeville
Canada,,NB,,Clifton
Canada,,NB,,"Salmon Beach"
Canada,,NB,,"Cains Point"
Canada,,NB,,Gaythorne
Canada,,NB,,Allainville
Canada,,NB,,Bartibog
Canada,,NB,,"St. Mary"
Canada,,NB,,"Cross Roads"
Canada,,NB,,Sainte-Anne
Canada,,NB,,Youghall
Canada,,NB,,"Carron Point"
Canada,,NB,,"North Tetagouche"
Canada,,NB,,"Rough Waters"
Canada,,NB,,"Big River"
Canada,,NB,,Pabineau
Canada,,NB,,"Nepisiguit Junction"
Canada,,NB,,"South Tetagouche"
Canada,,NB,,"Nicholas Denys"
Canada,,NB,,Robertville
Canada,,NB,,"Bathurst Mines"
Canada,,NB,,Saint-Laurent
Canada,,NB,,"Peters River"
Canada,,NB,,Petit-Rocher-Sud
Canada,,NB,,LaPlante
Canada,,NB,,Tremblay
Canada,,NB,,Devereaux
Canada,,NB,,Madran
Canada,,NB,,Petit-Rocher-Nord
Canada,,NB,,Belledune
Canada,,NB,,"Belledune River"
Canada,,NB,,Culligan
Canada,,NB,,"Armstrong Brook"
Canada,,NB,,"Durham Centre"
Canada,,NB,,"Jacquet River"
Canada,,NB,,"Nash Creek"
Canada,,NB,,Lorne
Canada,,NB,,"Sea Side"
Canada,,NB,,Doyleville
Canada,,NB,,"Benjamin River"
Canada,,NB,,"Upper Charlo"
Canada,,NB,,"Mountain Brook"
Canada,,NB,,Darlington
Canada,,NB,,Selwood
Canada,,NB,,Dundee
Canada,,NB,,McNeish
Canada,,NB,,"Dalhousie Junction"
Canada,,NB,,"Point La Nim"
Canada,,NB,,"Maple Green"
Canada,,NB,,McLeods
Canada,,NB,,Saint-Maure
Canada,,NB,,"Blair Athol"
Canada,,NB,,Val-d'Amour
Canada,,NB,,"Tide Head"
Canada,,NB,,Glencoe
Canada,,NB,,Saint-Arthur
Canada,,NB,,Val-Melanson
Canada,,NB,,"Glen Levit"
Canada,,NB,,Dawsonville
Canada,,NB,,Flatlands
Canada,,NB,,Robinsonville
Canada,,NB,,Menneval
Canada,,NB,,"Whites Brook"
Canada,,NB,,Rang-Double-Nord
Canada,,NB,,Thibault
Canada,,NB,,Rang-Douze-Nord
Canada,,NB,,"Five Fingers"
Canada,,NB,,Hazen
Canada,,NB,,"Kedgwick River"
Canada,,NB,,Rang-Douze-Sud
Canada,,NB,,Connors
Canada,,NB,,"Pelletiers Mill"
Canada,,NB,,"Val Oakes"
Canada,,NB,,"Les Rapides"
Canada,,NB,,"Caron Brook"
Canada,,NB,,"Lac Baker"
Canada,,NB,,Portage-du-Lac
Canada,,NB,,Boundary
Canada,,NB,,Verret
Canada,,NB,,"St. Hilaire"
Canada,,NB,,Riceville
Canada,,NB,,Val-Lambert
Canada,,NB,,Edmundston-Est
Canada,,NB,,Iroquois
Canada,,NB,,Saint-Jacques
Canada,,NB,,Ennemond
Canada,,NB,,Patrieville
Canada,,NB,,Moulin-Morneault
