Address,"Facility Type",State,Email,Phone,"Phone Carrier",County,Fax,"Security Level",Website,"No Of Beds","Mailing Address",
"30 School Ave, Berry, AL 35546",Adult,Alabama,N/A,205-689-4562,GTL,Fayette,205-689-4371,"City Jail - Medium",http://townofberryalabama.org/departments/policedept,0,"30 School Ave, Berry, AL 35546"
"171 Water St PO Box 186, Blountsville, AL 35031",Adult,Alabama,blountsvillepd@yahoo.com,205-429-2046,GTL,Blount,205-429-4010,"City Jail - Medium",http://www.blountsvillepd.com/,0,"171 Water St PO Box 186, Blountsville, AL 35031"
"10 Main St North PO Box 44, Brantley, AL 36009",Adult,Alabama,N/A,334-527-3244,GTL,Crenshaw,334-527-8624,"City Jail - Medium",http://www.townofbrantley.com/,0,"10 Main St North PO Box 44, Brantley, AL 36009"
"653 State Hwy 21 S, Hayneville, AL 36040",Adult,Alabama,N/A,334-548-2222,"AmTel Communications",Lowndes,334-548-5900,"County - medium",http://www.lowndescountysheriff.com/jailinfo.cfm,109,"653 State Hwy 21 S, Hayneville, AL 36040"
"202 Pickens St, Marion, AL 36756",Adult,Alabama,N/A,334-683-6636,"Securus Tech®",Perry,334-683-6534,"County - medium",http://www.doc.alabama.gov/InmateSearch.aspx,46,"202 Pickens St, Marion, AL 36756"
"22 First St PO Box 220, Brent, AL 35034",Adult,Alabama,brentpd@bellsouth.net,205-926-4643,GTL,Bibb,205-926-6061,"Police Station - Medium",http://www.cityofbrentalabama.com/policedepartment.html,0,"22 First St PO Box 220, Brent, AL 35034"
"1010 A Douglas Ave, Brewton, AL 36426",Adult,Alabama,valerie.boutwell@alacop.gov,251-867-3212,GTL,Escambia,251-867-2813,"City Jail - Medium",http://www.cityofbrewton.org/police,0,"PO Box 527, Brewton, AL 36427"
"PO Box 86, Bridgeport, AL 35740",Adult,Alabama,bpd@cityofbridgeportalabama.com,256-495-2140,GTL,Jackson,256-495-3040,"City Jail - Medium",http://www.cityofbridgeportalabama.com/PoliceDepartment.html,0,"PO Box 86, Bridgeport, AL 35740"
"3700 Main St, Brighton, AL 35020",Adult,Alabama,N/A,205-425-8934,"Securus Tech®",Jefferson,205-428-0470,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"3700 Main St, Brighton, AL 35020"
"PO Box 215, Brilliant, AL 35548",Adult,Alabama,N/A,205-465-2254,GTL,Marion,N/A,"City Jail - Medium",http://www.brilliantal.org/sections/civic/main.php,0,"PO Box 215, Brilliant, AL 35548"
"PO Box 142, Brookside, AL 35036",Adult,Alabama,debbiekeedy@att.net,205-674-9275,GTL,Jefferson,N/A,"City Jail - Medium",http://www.brooksidealabama.com/?page_id=9,0,"PO Box 142, Brookside, AL 35036"
"15689 Hwy 216, Brookwood, AL 35444",Adult,Alabama,info@brookwoodalabama.com,205-556-1300,GTL,Tuscaloosa,205-556-2674,"City Jail - Medium",http://www.brookwoodalabama.com/,0,"15689 Hwy 216, Brookwood, AL 35444"
"114 North Academy Ave PO Box 455, Butler, AL 36904",Adult,Alabama,N/A,205-459-3793,GTL,Choctaw,205-459-2511,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"114 North Academy Ave PO Box 455, Butler, AL 36904"
"108 Water St, Camden, AL 36726",Adult,Alabama,N/A,334-682-4815,GTL,Wilcox,334-682-5648,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"108 Water St, Camden, AL 36726"
"309 Holley Ave PO Box 100, Camp Hill, AL 36850",Adult,Alabama,N/A,256-896-4148,GTL,Tallapoosa,256-896-4411,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"309 Holley Ave PO Box 100, Camp Hill, AL 36850"
"4805 Hwy 80 East, Uniontown, AL 36786",Adult,Alabama,N/A,334-628-8885,InmateSales.com,Perry,N/A,"County - medium",http://www.doc.alabama.gov/InmateSearch.aspx,704,"4805 Hwy 80 East, Uniontown, AL 36786"
"170 2nd Ave Northwest, Carbon Hill, AL 35549",Adult,Alabama,chiefpetiempd@hotmail.com,205-924-4411,GTL,Walker,205-924-9961,"City Jail - Medium",http://www.cityofcarbonhill.com/cpd/PD.html,0,"170 2nd Ave Northwest, Carbon Hill, AL 35549"
"100 Court Square, Carrollton, AL 35447",Adult,Alabama,N/A,205-367-8711,GTL,Pickens,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"100 Court Square, Carrollton, AL 35447"
"4920 Main St, Cedar Bluff, AL 35959",Adult,Alabama,N/A,256-779-6835,GTL,Cherokee,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"4920 Main St, Cedar Bluff, AL 35959"
"1678 Cleveland Ave PO Box 97, Castleberry, AL 36432",Adult,Alabama,N/A,251-966-2200,GTL,Conecuh,251-966-2823,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"1678 Cleveland Ave PO Box 97, Castleberry, AL 36432"
"590 East Main St, Centre, AL 35960",Adult,Alabama,N/A,256-927-3661,GTL,Cherokee,N/A,"City Jail - Medium",http://www.cityofcentre.com/?page_id=18,0,"590 East Main St, Centre, AL 35960"
"1270 Walnut St, Centreville, AL 35042",Adult,Alabama,N/A,205-926-5052,GTL,Bibb,205-926-5443,"City Jail - Medium",http://centrevillealabama.intuitwebsites.com/policedepartment.html,0,"1270 Walnut St, Centreville, AL 35042"
"101 Cochran Ave, Chatom, AL 36518",Adult,Alabama,chatom@millry.net,256-847-2117,GTL,Washington,256-847-3669,"City Jail - Medium",http://www.chatom.org/,0,"101 Cochran Ave, Chatom, AL 36518"
"3752 Old Lee Hwy, Cherokee, AL 36516",Adult,Alabama,N/A,256-359-4959,GTL,Cherokee,256-359-4016,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"3752 Old Lee Hwy, Cherokee, AL 36516"
"224 North Craft Hwy PO Box 11307, Chickasaw, AL 36671",Adult,Alabama,N/A,251-452-6455,GTL,Mobile,251-452-6468,"City Jail - Medium",http://www.cityofchickasaw.org/PoliceDepartment.php,0,"224 North Craft Hwy PO Box 11307, Chickasaw, AL 36671"
"118 6th Ave Southwest   PO Box 369, Childersburg, AL 35044",Adult,Alabama,administration@childersburg.org,256-378-7207,GTL,Talladega,256-378-7593,"City Jail - Medium",http://www.childersburg.org/policedepartment.shtml,0,"118 6th Ave Southwest   PO Box 369, Childersburg, AL 35044"
"202 Cemetery St PO Box 226, Carrollton, AL 35477",Adult,Alabama,N/A,205-367-2006,"Securus Tech®",Pickens,205-367-8333,"County - medium",http://www.doc.alabama.gov/InmateSearch.aspx,157,"202 Cemetery St PO Box 226, Carrollton, AL 35477"
"One West Main St, Clayhatchee, AL 36322",Adult,Alabama,N/A,334-598-4321,GTL,Clay,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"One West Main St, Clayhatchee, AL 36322"
"6 South Midway St, Clayton, AL 36016",Adult,Alabama,N/A,334-775-8011,GTL,Barbour,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"6 South Midway St, Clayton, AL 36016"
"62732 US Hwy 231, Cleveland, AL 35049-3669",Adult,Alabama,N/A,205-274-9640,GTL,Blount,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"62732 US Hwy 231, Cleveland, AL 35049-3669"
"3311 Elamville St, Clio, AL 36017",Adult,Alabama,N/A,334-397-4402,GTL,Barbour,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"3311 Elamville St, Clio, AL 36017"
"39 Post Office St, Collinsville, AL 35961",Adult,Alabama,N/A,256-524-2136,GTL,DeKalb,256-524-2121,"City Jail - Medium",http://www.collinsvillealabama.net/,0,"39 Post Office St, Collinsville, AL 35961"
"202 South Main St, Columbia, AL 36319",Adult,Alabama,N/A,334-696-4444,GTL,Houston,334-696-8083,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"202 South Main St, Columbia, AL 36319"
"154 Main St, Cordova, AL 35550",Adult,Alabama,N/A,205-483-7378,"NCIC Inmate Telephone Services",Walker,205-483-9266,"Police Station - Medium",https://www.cityofcordova.org/police-department/,0,"154 Main St, Cordova, AL 35550"
"1414 Metcalf St, Cottonwood, AL 36320",Adult,Alabama,N/A,334-691-2113,GTL,Houston,334-691-3111,"City Jail - Medium",http://www.townofcottonwood.org/police__department.htm,0,"1414 Metcalf St, Cottonwood, AL 36320"
"271 Alabama St, Courtland, AL 35618",Adult,Alabama,N/A,256-637-2701,GTL,Lawrence,N/A,"City Jail - Medium",http://www.courtlandalabama.com/Pages/services.html#Anchor_police,0,"271 Alabama St, Courtland, AL 35618"
"190 Dead Lake Road, Creola, AL 36525",Adult,Alabama,jktaylor@cityofcreola.org,251-675-8145,GTL,Mobile,251-675-0266,"City Jail - Medium",http://www.cityofcreola.org/creola_police_department.htm,0,"190 Dead Lake Road, Creola, AL 36525"
"120 East Church St, Troy, AL 36081",Adult,Alabama,N/A,334-566-4360,InmateSales.com,Pike,334-807-0555,"County - medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"120 East Church St, Troy, AL 36081"
"409 Fourth Ave PO Box 385, York, AL 36907-9034",Adult,Alabama,N/A,205-392-5261,GTL,Sumter,205-392-2022,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"409 Fourth Ave PO Box 385, York, AL 36907-9034"
"1015 Desoto Ave, Dauphin Island, AL 36528",Adult,Alabama,ggoodwin@townofdauphinisland.org,251-861-5523,GTL,Mobile,N/A,"City Jail - Medium",http://www.townofdauphinisland.org/default.asp?ID=12,0,"1015 Desoto Ave, Dauphin Island, AL 36528"
"PO Box 26, Daviston, AL 36256",Adult,Alabama,N/A,256-395-2260,GTL,Tallapoosa,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"PO Box 26, Daviston, AL 36256"
"1485 Sharon Blvd, Dora, AL 35062",Adult,Alabama,N/A,205-648-3399,GTL,Walker,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"1485 Sharon Blvd, Dora, AL 35062"
"Municipal Building 23415 Hwy 195 PO Box 279, Double Springs, AL 35553",Adult,Alabama,N/A,205-489-5115,GTL,Winston,205-489-3529,"Police Station - Medium",http://www.townofdoublesprings.com/police-dept/,0,"Municipal Building 23415 Hwy 195 PO Box 279, Double Springs, AL 35553"
"55 Alabama Hwy 168 PO Box 45, Douglas, AL 35964",Adult,Alabama,Eric@DouglasPD.Org,256-593-9531,GTL,Marshall,N/A,"City Jail - Medium",http://www.douglaspd.org/,0,"55 Alabama Hwy 168 PO Box 45, Douglas, AL 35964"
"PO Box 216, Dozier, AL 36028",Adult,Alabama,N/A,334-496-9742,GTL,Crenshaw,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"PO Box 216, Dozier, AL 36028"
"615 Forrest Ave PO Box 2010, East Brewton, AL 36426",Adult,Alabama,N/A,251-867-4864,GTL,Escambia,N/A,"City Jail - Medium",http://www.cityofbrewton.org/,0,"615 Forrest Ave PO Box 2010, East Brewton, AL 36426"
"145 Main St Box 240430, Eclectic, AL 36024",Adult,Alabama,N/A,334-541-2148,GTL,Elmore,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"145 Main St Box 240430, Eclectic, AL 36024"
"PO Box Drawer 277, Elberta, AL 36530",Adult,Alabama,N/A,251-986-5300,GTL,Baldwin,251-986-8499,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"PO Box Drawer 277, Elberta, AL 36530"
"1 Main St PO Box 347, Wedowee, AL 36278",Adult,Alabama,N/A,256-357-4546,"TelMate Inmate Calling",Randolph,"256-357-2125, 256-357-2790","County - medium",http://www.randolphcountyalabama.gov/,37,"1 Main St PO Box 347, Wedowee, AL 36278"
"18890 Upper Fort Hampton Road PO Box 387, Elkmont, AL 35620",Adult,Alabama,N/A,256-732-4211,GTL,Limestone,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"18890 Upper Fort Hampton Road PO Box 387, Elkmont, AL 35620"
"PO Box 311000, Enterprise, AL 36330",Adult,Alabama,N/A,334-347-2222,GTL,Coffee,334-308-2851,"City Jail - Medium",http://www.enterprisepd.com/,0,"PO Box 311000, Enterprise, AL 36330"
"26266 Dr. Martin Luther King Hwy, Epes, AL 35460",Adult,Alabama,N/A,205-652-2223,GTL,Sumter,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"26266 Dr. Martin Luther King Hwy, Epes, AL 35460"
"545 East Barbour St, Eufaula, AL 36027",Adult,Alabama,N/A,334-687-1200,"Securus Tech®",Barbour,N/A,"City Jail - Medium",http://www.eufaulaalabama.com/CITYDEPARTMENTS/POLICEDEPARTMENT/MUNICIPALJAIL.aspx,21,"545 East Barbour St, Eufaula, AL 36027"
"116 Main St, Eutaw, AL 35462",Adult,Alabama,N/A,205-372-4334,GTL,Greene,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"116 Main St, Eutaw, AL 35462"
"116 Main St, Eutaw, AL 35462",Adult,Alabama,N/A,205-372-4334,GTL,Greene,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"116 Main St, Eutaw, AL 35462"
"355 East Front St PO Box 229, Evergreen, AL 36401",Adult,Alabama,N/A,251-578-1111,GTL,Conecuh,N/A,"City Jail - Medium",http://www.evergreenal.org/index.php/city-services/police-department,0,"355 East Front St PO Box 229, Evergreen, AL 36401"
"5231 Court B, Fairfield, AL 35064",Adult,Alabama,N/A,205-786-4111,GTL,Jefferson,205-783-6024,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"5231 Court B, Fairfield, AL 35064"
"21 West First St PO Box 407, Falkville, AL 35622",Adult,Alabama,N/A,256-784-5237,GTL,Morgan,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"21 West First St PO Box 407, Falkville, AL 35622"
"118 First Ave Northeast, Fayette, AL 35555",Adult,Alabama,N/A,205-932-5312,GTL,Fayette,205-932-5316,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"118 First Ave Northeast, Fayette, AL 35555"
"307 Prentiss Drive  PO Box 640, Phenix City, AL 36868-0640",Adult,Alabama,N/A,334-298-8621,"NCIC Inmate Telephone Services",Russell,334-291-7667,"County - medium",http://www.rcso.org/corrections.html,215,"307 Prentiss Drive  PO Box 640, Phenix City, AL 36868-0640"
"2125 Ringold St PO Box 632, Flomaton, AL 36441",Adult,Alabama,N/A,251-296-5811,GTL,Escambia,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"2125 Ringold St PO Box 632, Flomaton, AL 36441"
"22654 Wall Ave, Florala, AL 36442",Adult,Alabama,N/A,334-858-3244,GTL,Covington,334-858-4102,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"22654 Wall Ave, Florala, AL 36442"
"13327 U.S Hwy 43, Forkland, AL 36740",Adult,Alabama,N/A,334-289-4063,GTL,Greene,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"13327 U.S Hwy 43, Forkland, AL 36740"
"260 Old Fort Road East, Fort Deposit, AL 36032",Adult,Alabama,N/A,334-227-4331,GTL,Lowndes,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"260 Old Fort Road East, Fort Deposit, AL 36032"
"200 Gault Ave South, Fort Payne, AL 35967-1993",Adult,Alabama,N/A,256-845-1414,"TelMate Inmate Calling",DeKalb,256-845-4445,"City Jail - Medium",http://www.fortpayne.org/index.php?option=com_content&amp;view=article&amp;id=10&amp;Itemid=11,0,"200 Gault Ave South, Fort Payne, AL 35967-1993"
"4165 Bowden St, Frisco, AL 36445",Adult,Alabama,N/A,251-267-3113,GTL,Monroe,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"4165 Bowden St, Frisco, AL 36445"
"137 Adams Ave, Fulton, AL 36784",Adult,Alabama,N/A,334-636-2174,GTL,Clarke,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"137 Adams Ave, Fulton, AL 36784"
"517 South Commerce St, Geneva, AL 36340",Adult,Alabama,N/A,334-684-2777,GTL,Geneva,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"517 South Commerce St, Geneva, AL 36340"
"400 West Railroad Ave North, Georgiana, AL 36033",Adult,Alabama,N/A,334-376-2801,GTL,Butler,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"400 West Railroad Ave North, Georgiana, AL 36033"
"41343 Hwy 75 PO Box 183, Geraldine, AL 35974",Adult,Alabama,N/A,256-659-2122,GTL,DeKalb,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"41343 Hwy 75 PO Box 183, Geraldine, AL 35974"
"380 McDow Road  PO Box 1240, Columbiana, AL 35051",Adult,Alabama,schapman@shelbyso.com,205-669-4181,"NCIC Inmate Telephone Services",Shelby,205-669-3868,"County - medium",http://www.shelbyso.com/page.php?p=jail_info,500,"380 McDow Road  PO Box 1240, Columbiana, AL 35051"
"PO Box 152, Gilbertown, AL 36908",Adult,Alabama,N/A,251-843-2766,GTL,Choctaw,251-843-2676,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"PO Box 152, Gilbertown, AL 36908"
"51 South Main St PO Box 45, Goodwater, AL 35072",Adult,Alabama,N/A,256-839-6321,GTL,Coosa,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"51 South Main St PO Box 45, Goodwater, AL 35072"
"187 7th St Southwest PO Box 541, Gordo, AL 35466",Adult,Alabama,N/A,205-364-7111,GTL,Pickens,205-364-8295,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"187 7th St Southwest PO Box 541, Gordo, AL 35466"
"692 Tifton Road PO Box 46, Gordon, AL 36343",Adult,Alabama,N/A,334-522-1305,GTL,Houston,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"692 Tifton Road PO Box 46, Gordon, AL 36343"
"4766 Main St PO Box 70, Grant, AL 35747",Adult,Alabama,N/A,256-728-4233,GTL,Marshall,N/A,"City Jail - Medium",http://www.grantalabama.com/Emergency_Services.htm,0,"4766 Main St PO Box 70, Grant, AL 35747"
"246 South Main St PO Box 130, Graysville, AL 35073",Adult,Alabama,N/A,205-674-5643,GTL,Jefferson,205-674-5646,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"246 South Main St PO Box 130, Graysville, AL 35073"
"1101 Main St PO Drawer I, Greensboro, AL 36744",Adult,Alabama,N/A,334-624-3902,GTL,Hale,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"1101 Main St PO Drawer I, Greensboro, AL 36744"
"PO Box 847 111 South Church St, Grove Hill, AL 36451",Adult,Alabama,N/A,251-275-3153,GTL,Clarke,251-275-4153,"City Jail - Medium",http://www.grovehillal.com/contacts.html,0,"PO Box 847 111 South Church St, Grove Hill, AL 36451"
"7500 US Hwy 43 PO Box 249, Guin, AL 35563",Adult,Alabama,N/A,205-468-3363,GTL,Marion,205-468-3002,"City Jail - Medium",http://www.guinal.org/policeandfire.htm,0,"7500 US Hwy 43 PO Box 249, Guin, AL 35563"
"235 Walker St PO Box 128, Gurley, AL 35748",Adult,Alabama,N/A,256-776-3313,GTL,Madison,N/A,"City Jail - Medium",http://gurleyalabama.contactez.net/,0,"235 Walker St PO Box 128, Gurley, AL 35748"
"102 Industrial Pkwy, Columbiana, AL 35051",Adult,Alabama,N/A,205-669-1187,"Global Tel Link (GTL) - ConnectNetwork",Shelby,205-669-1178,"LOW - general",https://www.geogroup.com/FacilityDetail/FacilityID/215,724,"102 Industrial Pkwy, Columbiana, AL 35051"
"314 First Ave, Hackleburg, AL 35564",Adult,Alabama,N/A,205-935-5195,GTL,Marion,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"314 First Ave, Hackleburg, AL 35564"
"1901 11th Ave, Haleyville, AL 35565",Adult,Alabama,N/A,205-486-5201,GTL,Winston,205-486-5775,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"1901 11th Ave, Haleyville, AL 35565"
"203 Bangor Ave Southeast, Hanceville, AL 35077",Adult,Alabama,Hanceville251@yahoo.com,256-352-9811,"Securus Tech®",Cullman,256-352-1203,"City Jail - Medium",http://www.cityofhanceville.net/publicservice.html,0,"203 Bangor Ave Southeast, Hanceville, AL 35077"
"83 Town Hall Lane PO Box 370, Harpersville, AL 35078",Adult,Alabama,N/A,205-672-2490,GTL,Shelby,205-672-1929,"City Jail - Medium",http://www.townofharpersville.com/Police.html,0,"83 Town Hall Lane PO Box 370, Harpersville, AL 35078"
"114 South Fourth Ave, Hartford, AL 36344",Adult,Alabama,N/A,334-588-2222,GTL,Geneva,334-588-3158,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"114 South Fourth Ave, Hartford, AL 36344"
"150 Chestnut St NW, Hartselle, AL 35640",Adult,Alabama,N/A,256-773-6534,"Securus Tech®",Morgan,256-773-4474,"City Jail - Medium",http://www.hartselle.org/wp/departments/police/,0,"150 Chestnut St NW, Hartselle, AL 35640"
"Hwys 75 &amp; 40 PO Box 39, Henager, AL 35978",Adult,Alabama,N/A,256-657-3230,GTL,DeKalb,N/A,"Police Station - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"Hwys 75 &amp; 40 PO Box 39, Henager, AL 35978"
"1 Mosses Park Circle PO Box 365, Hayneville, AL 36040",Adult,Alabama,N/A,334-548-2128,GTL,Lownes,334-548-2129,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"1 Mosses Park Circle PO Box 365, Hayneville, AL 36040"
"11355 Main St PO Box 10, Hillsboro, AL 35643",Adult,Alabama,N/A,256-637-2070,GTL,Lawrence,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"11355 Main St PO Box 10, Hillsboro, AL 35643"
"600 Martin Luther King Drive, Hobson, AL 36201",Adult,Alabama,N/A,256-831-0445,GTL,Calhoun,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"600 Martin Luther King Drive, Hobson, AL 36201"
"381 McDow Road  PO Box 736, Columbiana, AL 35051",Juvenile,Alabama,N/A,205-669-3990,GTL,Shelby,205-669-8580,"County juvenile - low",http://www.doc.alabama.gov/InmateSearch.aspx,34,"381 McDow Road  PO Box 736, Columbiana, AL 35051"
"3301 Alford Bend Road, Hokes Bluff, AL 35903",Adult,Alabama,N/A,256-492-2414,GTL,Etowah,N/A,"City Jail - Medium",http://www.cityofhokesbluff.com/CityGovernment/Police/tabid/140/Default.aspx,0,"3301 Alford Bend Road, Hokes Bluff, AL 35903"
"29164 US Hwy 72 PO Box 240, Hollywood, AL 35752",Adult,Alabama,N/A,256-259-1295,GTL,Jackson,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"29164 US Hwy 72 PO Box 240, Hollywood, AL 35752"
"1318 Hueytown Rd, Hueytown, AL 35023",Adult,Alabama,N/A,205-491-3587,"Securus Tech®",Jefferson,205-497-1880,"City Jail - Medium",http://hueytownal.org/departments/police/,0,"1318 Hueytown Rd, Hueytown, AL 35023"
"511 Railroad St PO Box 358, Hurtsboro, AL 36860",Adult,Alabama,N/A,334-667-0701,GTL,Russell,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"511 Railroad St PO Box 358, Hurtsboro, AL 36860"
"1405 Main St PO Box 162, Jacksons Gap, AL 36861",Adult,Alabama,N/A,256-825-8518,GTL,Tallapoosa,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"1405 Main St PO Box 162, Jacksons Gap, AL 36861"
"PO Box 72, Ider, AL 35981",Adult,Alabama,N/A,256-657-5717,GTL,DeKalb,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"PO Box 72, Ider, AL 35981"
"118 College Ave PO Box 95, Jackson, AL 36545",Adult,Alabama,N/A,251-246-4484,"TelMate Inmate Calling",Clarke,251-246-4445,"City Jail - Medium",http://jacksonalpd.com/main.html,0,"118 College Ave PO Box 95, Jackson, AL 36545"
"225 JC Mauldin Hwy, Killen, AL 35645",Adult,Alabama,N/A,256-757-5555,GTL,Lauderdale,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"225 JC Mauldin Hwy, Killen, AL 35645"
"9256 Stouts Road PO Box 206, Kimberly, AL 35091",Adult,Alabama,N/A,205-647-5531,GTL,Jefferson,205-647-9442,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"9256 Stouts Road PO Box 206, Kimberly, AL 35091"
"6947 Walden Drive, Kinsey, AL 36303",Adult,Alabama,N/A,334-793-5409,GTL,Houston,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"6947 Walden Drive, Kinsey, AL 36303"
"48 6th St Suite 300, Ashville, AL 35953",Adult,Alabama,N/A,205-594-2148,"Global Tel Link (GTL) - ConnectNetwork","St. Clair",205-594-2146,"County - medium",http://www.stclairco.com/index.php?submenu=Sheriff&amp;src=gendocs&amp;link=Sheriff_Coroner_Home&amp;category=Sheriff%20-%20Coroner,74,"48 6th St Suite 300, Ashville, AL 35953"
"1040 Park Drive, Leeds, AL 35094",Adult,Alabama,N/A,205-699-2585,GTL,Jefferson,205=699-3016,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"1040 Park Drive, Leeds, AL 35094"
"215 Industrial Blvd PO Box 144, Leesburg, AL 35983",Adult,Alabama,leesburgpolice@tds.net,256-526-8888,GTL,Cherokee,N/A,"City Jail - Medium",http://www.leesburgal.com/index.php?option=com_content&amp;view=article&amp;id=13&amp;Itemid=14,0,"215 Industrial Blvd PO Box 144, Leesburg, AL 35983"
"8900 Main St PO Box 308, Leighton, AL 35646",Adult,Alabama,N/A,246-446-8479,GTL,Colbert,246-446-8493,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"8900 Main St PO Box 308, Leighton, AL 35646"
"1708 Joe Bruer Road, Level Plains, AL 36322",Adult,Alabama,N/A,334-347-0422,GTL,Dale,334-598-1455,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"1708 Joe Bruer Road, Level Plains, AL 36322"
"11060 Hwy 101 PO Box 457, Lexington, AL 35648",Adult,Alabama,N/A,256-229-5564,GTL,Lauderdale,N/A,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"11060 Hwy 101 PO Box 457, Lexington, AL 35648"
"PO Box 172 33 Complex Drive, Lincoln, AL 35096",Adult,Alabama,lsc@lincolnalabama.com,205-763-7777,GTL,Talladega,205-763-7865,"City Jail - Medium",http://www.lincolnalabama.com/government/departments-and-services/lincoln-police-department/,0,"PO Box 172 33 Complex Drive, Lincoln, AL 35096"
"211 North Main St, Linden, AL 368748",Adult,Alabama,N/A,334-295-8697,GTL,Marengo,334-295-0224,"City Jail - Medium",http://www.lindenalabama.net/police.html,0,"211 North Main St, Linden, AL 368748"
"60169 Hwy 49 PO Box 247, Lineville, AL 36266",Adult,Alabama,N/A,256-396-2633,GTL,Clay,256-396-5036,"City Jail - Medium",http://www.doc.alabama.gov/InmateSearch.aspx,0,"60169 Hwy 49 PO Box 247, Lineville, AL 36266"
