"Brand Organization Email Extension","Tenant Organization Email Extension","Brand Location Number","Tenant Location Number",Name,Phone,Email,Website,"Address Line one","Address Line Two",Latitude,Longitude,"Zip Code",Country,State,County,"Municipality - Place",Notes
britishlegion.org.uk,,,,"Calverton RBL",,,,"Collyer Rd, Calverton, Nottingham NG14 6JX, United Kingdom",,53.0390369,-1.0856193,"NG14 6JX","United Kingdom",,Nottinghamshire,Nottingham,"Calverton & Woodborough Branch meets at 7pm on the second Monday of every month (except August) at the Calverton Working Men's Club in Collyer Road, Calverton NG14 6JX."
britishlegion.org.uk,,,,"Camborne RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Carnmoney & Glengormley RBL Branch",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Castledawson RBL",,,,,,,,,"United Kingdom",,,,"Castledawson and District Branch meets at 8pm on the second Monday of every month at the War Memorial Hall, Main Street in Castledawson."
britishlegion.org.uk,,,,"Chadwell St Mary",,,,"Delargy Cl, Grays RM16 4DB, United Kingdom",,51.4878347,0.3717863,"RM16 4DB","United Kingdom",,Thurrock,Grays,"The Chadwell St Mary Branch meets at the Delargy Centre, Delargy Close, Chadwell St Mary RM16 4DB on the third Thursday of ever month (except December) at 19.30 Hours - All are welcome"
britishlegion.org.uk,,,,"Chatburn RBL",,,,,,,,,"United Kingdom",,,,"Chatburn & District Branch doesn't have a club or focal point as it includes the villages of  Chatburn, Downham, Grindleton, Bolton by Bowland, Rimington, Sawley, Waddington and West Bradford. We meet to raise funds for the Poppy Appeal and for social events four to five times a year in various locations rotated through the villages. These include a Spring Lunch, a Cheese and Wine garden Party, an Honour Walk, a quiz and the AGM and all are well supported by friends, neighbours and family."
britishlegion.org.uk,,,,"Cheam & Sutton RBL",,,,"Legion Hall, Mickleham Gardens, Cheam, Sutton SM3 8QJ, UK",,51.3603717,-0.2182435,"SM3 8QJ","United Kingdom",,"Greater London",Sutton,"Cheam & Sutton Branch and Club meets on the following days:-"
britishlegion.org.uk,,,,"Chelsea & Kensington RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Cheriton & Morehall RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Chippenham RBL",,,,,,,,,"United Kingdom",,,,"Chippenham Branch meets on the Second Wednesday of each month at 1930 and you are welcome to join us in the upstairs function room of Wetherspoons, Chippenham. For dates and times of upcoming meetings and other events, please see the News and Events page. The Branch can be contacted via emails: chippenham.secretary@rbl.community or chippenham.web@rbl.community"
britishlegion.org.uk,,,,"Chorley RBL",,,,"Conway House/Ackhurst Business Pk/Foxhole Rd, Chorley PR7 1NY, UK",,53.6563187,-2.6558426,"PR7 1NY","United Kingdom",,Lancashire,Chorley,"Chorley Branch meets at 7.30pm on the third Tuesday of every  month at the Gillibrand, Collingwood Road, Chorley."
britishlegion.org.uk,,,,"Church and Oswaldtwistle",,,,,,,,,"United Kingdom",,,,"Branch meets at 13:00hrs every Quarter at various locations in the community"
britishlegion.org.uk,,,,"Cinderford RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"City of Ely RBL",,,,"44 Church St, Fordham, Ely CB7 5NJ, UK",,52.3113238,0.3911508,"CB7 5NJ","United Kingdom",,Cambridgeshire,Ely,
britishlegion.org.uk,,,,"Clacton on Sea RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,Cheltenham,,,,"33 Benhall Ave, Benhall, Cheltenham GL51 6AF, UK",,51.8944617,-2.1182821,"GL51 6AF","United Kingdom",,Gloucestershire,Cheltenham,"The Cheltenham Branch Office located at 33 Benhall Avenue, Cheltenham GL51 6AF is open most Tuesdays and Fridays from 10.00am until 2.00pm. Members meet on second Thursday of each month (except August) at 7.30pm at the Branch Office."
britishlegion.org.uk,,,,"Chinnor & Dist RBL",,,,,,,,,"United Kingdom",,,,"Chinnor & District Branch meets at 8.00pm on the first  Wednesday of each month in the Crown Public House, Station  Road, Chinnor."
britishlegion.org.uk,,,,"Chipping Campden RBL",,,,"Brit Legion, High St, Chipping Campden GL55 6HB, UK",,52.0513444,-1.7792117,"GL55 6HB","United Kingdom",,Gloucestershire,"Chipping Campden","Chipping Campden Branch meets Bi monthly on a Friday at 11.00am at The Warringtons Mickleton"
britishlegion.org.uk,,,,"Christchurch RBL",,,,"61-63 Bargates, Christchurch BH23 1QE, UK",,50.7373777,-1.7804985,"BH23 1QE","United Kingdom",,Dorset,Christchurch,
britishlegion.org.uk,,,,Churchfield,,,,,,,,,"United Kingdom",,,,"The Churchfield Branch meets at 1200 hrs every 3rd Sunday in the Month at the Wilthorpe + Redbrook Community Centre  184 Wilthorpe Road, Barnsley S75 1JR."
britishlegion.org.uk,,,,"City of Armagh Branch",,,,"12-14 Dobbin St, Armagh BT61 7QQ, UK",,54.3461113,-6.6511704,"BT61 7QQ","United Kingdom",,"Armagh City, Banbridge and Craigavon",Armagh,"Both Branch and Club Committee's meet on the first Thursday of every month at 7.30pm in our Club premises  12-14 Dobbin Street, Armagh."
britishlegion.org.uk,,,,"City of Lincoln RBL",,,,"Lincoln LN2 1HA, UK",,53.2283889,-0.5363861,"LN2 1HA","United Kingdom",,Lincolnshire,Lincoln,
britishlegion.org.uk,,,,"Claines RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Clapham Beds RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,Clavering,,,,,,,,,"United Kingdom",,,,"Clavering, Newport & District Branch meets at 8pm every month (except August) at the The Bull pulbic house in Langley Lower Green."
britishlegion.org.uk,,,,"Clevedon RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Clipstone & Forest Town RBL Branch",,,,,,,,,"United Kingdom",,,,"Clipstone & Forest Town Branch meets at 10.45am on the first Sunday of each month and alternate their meetings between Clipstone Social Club and  Forest Town Arena."
britishlegion.org.uk,,,,"Collingham & Dist RBL",,,,,,,,,"United Kingdom",,,,"Collingham and District Branch next meets 17 May 2018 at Collingham Village Hall 20.00 ."
britishlegion.org.uk,,,,Congleton,,,,,,,,,"United Kingdom",,,,"Congleton Branch meet every second Friday except January at the All Ranks mess and Community cafe next to Morrisons Congleton, contact the Secretary for more information Gary Dolman or 07826041347"
britishlegion.org.uk,,,,"Copythorne & District RBL",,,,,,,,,"United Kingdom",,,,"You will meet many new friends, enjoy a range of enjoyable activities, hear from fascinating guest speakers and experience considerable camaraderie whilst providing support to the men and women of our Armed Forces who need your help."
britishlegion.org.uk,,,,"Corsham RBL",,,,"Newlands Rd, Corsham SN13 0BH, UK",,51.4328689,-2.1874895,"SN13 0BH","United Kingdom",,Wiltshire,Corsham,"Corsham Branch meets the first Wednesday  of every month at The Royal British Legion Club Corsham in Newlands Road, Corsham."
britishlegion.org.uk,,,,"Clapham RBL",,,,"154 Victoria Rise, London SW4 0NW, United Kingdom",,51.4661247,-0.1488178,"SW4 0NW","United Kingdom",,"Greater London",London,"Clapham Branch meets on the second Monday of  each appropriate month at 20:00 at Cheriton House, 154  Victoria Rise, London SW4 0NW."
britishlegion.org.uk,,,,"Clee Hill RBL",,,,,,,,,"United Kingdom",,,,"Clee Hill & District Branch meets at 8.00pm on the last  Wednesday of every month at the Golden Cross in Clee Hill."
britishlegion.org.uk,,,,"Clifton RBL",,,,"12A Donington Rd, Clifton, Nottingham NG11 8BJ, UK",,52.9044879,-1.1773987,"NG11 8BJ","United Kingdom",,Nottingham,Nottingham,
britishlegion.org.uk,,,,"Coggeshall RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Colchester RBL",,,,"The Quay, Wivenhoe, Colchester CO7 9BX, UK",,51.85453,0.9585061,"CO7 9BX","United Kingdom",,Essex,Colchester,
britishlegion.org.uk,,,,"Colston Bassett RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Conisbrough RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Corby RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Cramlington RBL",,,,"Park View, Cramlington NE23 6QJ, United Kingdom",,55.0863993,-1.5845951,"NE23 6QJ","United Kingdom",,Northumberland,Cramlington,"Cramlington Branch meets at 7.30pm on the second Monday of every month at Cramlington Village Club, Park Veiw,Cramlington, NE23 6QJ."
britishlegion.org.uk,,,,Crawley,,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Crewe RBL",,,,"Crewe CW1 2BH, UK",,53.0984172,-2.4397315,"CW1 2BH","United Kingdom",,"Cheshire East",Crewe,
britishlegion.org.uk,,,,"Cricklade RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Culcheth & Dist RBL",,,,"Wigshaw La, Culcheth, Warrington WA3 4LY, UK",,53.4533802,-2.5245054,"WA3 4LY","United Kingdom",,Warrington,Warrington,"Culcheth Branch meets every month at The Royal British Legion  Club (Village Club) in Culcheth."
britishlegion.org.uk,,,,"Cumnor RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Darlington RBL",,,,"25 Haughton Grn, Darlington DL1 2DD, United Kingdom",,54.5379449,-1.5220127,"DL1 2DD","United Kingdom",,Darlington,Darlington,"Darlington Branch meets at 7.30pm on the fourth Wednesday of each month at the Haughton Le Skerne Club, 25 Haughton Green, Darlington, DL1 2DD.  This is every month with the exception of November, (When the Branch Annual General Meeting is held & followed straight after by a shortened Branch Monthly Members' Meeting) and also December, (When no Branch Monthly Members' Meeting is held)."
britishlegion.org.uk,,,,"Darwen RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Cranfield RBL",,,,,,,,,"United Kingdom",,,,"Cranfield Branch meets every third Monday of the month from 8pm at the Cranfield Community Centre Home Farm"
britishlegion.org.uk,,,,Crediton,,,,,,,,,"United Kingdom",,,,"Crediton Branch meets every 3 months, to find out where and when please contact the branch secretary."
britishlegion.org.uk,,,,"Crewkerne RBL",,,,"South St, Crewkerne TA18 8DA, United Kingdom",,50.882458,-2.7933134,"TA18 8DA","United Kingdom",,Somerset,Crewkerne,"The Crewkerne Branch meets at The George Reynolds Centre, Crewkerne, TA18 8DA"
britishlegion.org.uk,,,,"Crowborough RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Cullybackey RBL",,,,"60 Main St, Cullybackey, Ballymena BT42 1BW, UK",,54.8879939,-6.3525169,"BT42 1BW","United Kingdom",,"Mid and East Antrim",Ballymena,"Cullybackey Branch meets at 8:00pm every first Wednesday of each month at the Legion Hall in Main Street Cullybackey."
britishlegion.org.uk,,,,"Damerham & Western Downland RBL Branch",,,,"Damerham, Hall, Fordingbridge SP6 3HD, United Kingdom",,50.9439966,-1.852936,"SP6 3HD","United Kingdom",,Hampshire,Fordingbridge,"The Branch meets twice a year in Damerham Village Hall, SP6 3HD: A Spring Meeting in March and the Annual General Meeting in October."
britishlegion.org.uk,,,,Dartmoor,,,,,,,,,"United Kingdom",,,,"The Branch meets at various location throughout the county quarterly with times varying."
britishlegion.org.uk,,,,"Datchet RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Daventry RBL",,,,"Conservative Club, 39 High St, Daventry NN11 4BQ, United Kingdom",,52.2576898,-1.1627159,"NN11 4BQ","United Kingdom",,Northamptonshire,Daventry,"Daventry Branch meets at 7.30pm on the last Thursday of every month at Daventry Conservative Club 39 High St, Daventry, NN11 4BQ"
britishlegion.org.uk,,,,Dawlish,,,,"42-44 Park Rd, Dawlish EX7 9LL, UK",,50.5817571,-3.4740686,"EX7 9LL","United Kingdom",,Devon,Dawlish,"Dawlish Branch meet at 2000hrs on the second Thursday of every month at the branch headquarters, 42-44 Park Road, Dawlish, EX7 9LL."
britishlegion.org.uk,,,,"Debenham RBL",,,,"Chattisham, Ipswich IP8 3PX, United Kingdom",,52.0414828,1.0407728,"IP8 3PX","United Kingdom",,Suffolk,Ipswich,"Debenham & District Branch meets at 7.30pm every second month at Dove Cottage, High Street, Debenham, Suffolk IP14 6QN."
britishlegion.org.uk,,,,"Devizes RBL",,,,"30 Long St, Devizes SN10 1NW, UK",,51.348955,-1.9926327,"SN10 1NW","United Kingdom",,Wiltshire,Devizes,"Devizes Branch meets at 1945 for 2000 on the third Tuesday of every month at the Wyvern Club, 51 Church Walk, Devizes SN10 3AA."
britishlegion.org.uk,,,,"Diss & District RBL",,,,,,,,,"United Kingdom",,,,"Diss & District Branch meets at 19:15hrs every 3rd Monday of the month at the Diss & District Bowls Club, Lower Denmark Street, Diss, Norfolk, IP22 4BE.  (Turn into the road next to The Cock Inn Public House. The bowls club is situated behind the pub)."
britishlegion.org.uk,,,,"Dover White Cliffs",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Downham & District RBL",,,http://www.downham-rbl.org.uk/,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Droitwich RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Dawley RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Deanshanger & Wicken RBL",,,,"3 Hayes Rd, Deanshanger, Milton Keynes MK19 6HW, United Kingdom",,52.0500362,-0.8844972,"MK19 6HW","United Kingdom",,Northamptonshire,"Milton Keynes","The Deanshanger and Wicken CBS meets at Deanshanger Parish Council Offices 3 Hayes Road MK19 6HP.  Our meeting dates are here"
britishlegion.org.uk,,,,"Dereham & District",,,,,,,,,"United Kingdom",,,,"The Dereham & District Branch meets at 7.30pm on the first Wednesday of the month at Toftwood Social Club in Toftwood. Doors open at 7.00pm"
britishlegion.org.uk,,,,"Dinnington & District RBL",,,,"62a Laughton Rd, Dinnington, Sheffield S25 2PS, United Kingdom",,53.3694263,-1.2107372,"S25 2PS","United Kingdom",,"South Yorkshire",Sheffield,"Dinnington & Districts Branch meets on the last Wednesday of every month (except December) at 7.30pm at the Lyric Theatre, 62 Laughton Road, Dinnington, Sheffield. S25 2PS"
britishlegion.org.uk,,,,Dorchester,,,,"2 Bridport Rd, Dorchester DT1 1RR, United Kingdom",,50.7145788,-2.4419918,"DT1 1RR","United Kingdom",,Dorset,Dorchester,"Branch meets quarterly on a Thursday at 7pm at The Dorford Centre, Bridport Road, Dorchester, DT1 1RR."
britishlegion.org.uk,,,,"Dowlais RBL",,,,,,,,,"United Kingdom",,,,"Dowlais Branch meets every first Tuesday of the  month at the Morlais Tavern, Dowlais, Merthyr Tydfil.     Membership is open to everyone. If you have an interest in  the objectives of the Legion and want to help and support for those  who have served and their families, come and join us. We welcome  men and women of all ages, whether they have served in the Armed  Forces or not."
britishlegion.org.uk,,,,"Driffield & Dist RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Dromore Branch",,,,,,,,,"United Kingdom",,,,"Branch meets at 1900hrs every 1st Monday of each month ….Feb, April, June, Sept, Oct, Nov, Dec."
britishlegion.org.uk,,,,"Droxford RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Dulverton and District",,,,,,,,,"United Kingdom",,,,"Branch meets at 1930hrs monthly at Brushford Village Hall, Brushford."
britishlegion.org.uk,,,,"Dunmow & District RBL",,,,,,,,,"United Kingdom",,,,"The Dunmow & District Branch meets on the second Wednesday of every month.  If you would like to find out more information, please email Dunmow.Secretary@RBL.Community for further details."
britishlegion.org.uk,,,,"Duston RBL",,,,,,,,,"United Kingdom",,,,"The Duston Branch meets at 7.30pm on the SECOND Thursday of every month at"
britishlegion.org.uk,,,,"East Barnet RBL",,,,"38 Brookhill Rd, London, Barnet EN4 8SL, UK",,51.6443388,-0.1634568,"EN4 8SL","United Kingdom",,"Greater London",Barnet,
britishlegion.org.uk,,,,"East Grinstead RBL",,,,"East Grinstead RH19 1DJ, UK",,51.128862,-0.0155137,"RH19 1DJ","United Kingdom",,"West Sussex","East Grinstead","East Grinstead Branch meets at 10.30am on the first Thursday of every month at the Legion branch in Station Road, East Grinstead."
britishlegion.org.uk,,,,"East Liverpool RBL",,,,"20 Marlborough Rd, Tuebrook, Liverpool L13 8AX, UK",,53.42582,-2.933126,"L13 8AX","United Kingdom",,Merseyside,Liverpool,"East Liverpool Branch meets at 8-15pm on the third Monday of each month at East Liverpool Royal British Legion Club in Liverpool."
britishlegion.org.uk,,,,"Eastbourne RBL",,,,"Henderson House, 3E, Southbourne Business Park, Courtlands Rd, Eastbourne BN22 8UY, UK",,50.7797088,0.2871806,"BN22 8UY","United Kingdom",,"East Sussex",Eastbourne,
britishlegion.org.uk,,,,"Dublin Central Branch",,,,,,,,,"United Kingdom",,,,"The Branch meets quarterly in the Republic of Ireland RBL District Office in Molesworth Street, Dublin 2."
britishlegion.org.uk,,,,"Dulwich RBL",,,,"97 Barry Rd, London SE22 0HR, UK",,51.4546276,-0.0689747,"SE22 0HR","United Kingdom",,"Greater London",London,"Dulwich Branch meets every four months at 97 Barry Road, East Dulwich London SE22 0HR."
britishlegion.org.uk,,,,"Dursley & Cam RBL Branch",,,,,,,,,"United Kingdom",,,,"The Dursley and Cam Branch meets on the first Sunday of every month at 12 noon in the Walker Room of the Dursley Community Centre. For more details visit our Facebook page."
britishlegion.org.uk,,,,"Earl Mountbatten RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"East Cowes RBL",,,,"85 High St, Cowes PO31 7AJ, UK",,50.7634704,-1.2975896,"PO31 7AJ","United Kingdom",,"Isle of Wight",Cowes,"Branch meets at 7.45pm on the 2nd Wednesday of every month except January & August at the Victoria Tavern in Clarence Road, East Cowes."
britishlegion.org.uk,,,,"East Harling RBL",,,,,,,,,"United Kingdom",,,,"East Harling and District Branch meets at 1900hrs on the first Thursday of every month, March to December at the East Harling Social Club in the Rudd room."
britishlegion.org.uk,,,,"East Pennard & Dist RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,Eastcote,,,,"Southbourne Gardens, Ruislip HA4 9SQ, United Kingdom",,51.5727894,-0.4026539,"HA4 9SQ","United Kingdom",,"Greater London",Ruislip,"Eastcote Branch meets on a quarterly basis at the Royal British Legion, Southbourne Gardens, Eastcote, Middlesex HA4 9SQ."
britishlegion.org.uk,,,,"Eastleigh & Chandlers Ford",,,,"Above Bar St, Eastleigh, Southampton SO14 7DT, UK",,50.969524,-1.3557253,"SO14 7DT","United Kingdom",,Hampshire,Southampton,"Eastleigh, Chandlers Ford & District Branch usually meets at 7.30pm on the first Monday of each month (except Bank Holidays then the following Monday) at the Eastleigh Working Mens Club in 18 Upper Market Street, Eastleigh SO50 9FD (opposite Sainsbury's).  However, please check our Facebook page for the up-to-date information about meetings RBL Eastleigh, Chandlers Ford & District Branch | Facebook"
britishlegion.org.uk,,,,"Eastwood & District RBL",,,,"6 Derby Rd, Eastwood, Nottingham NG16 3NT, United Kingdom",,53.0182246,-1.3086759,"NG16 3NT","United Kingdom",,Nottinghamshire,Nottingham,"Eastwood and District Branch meets at 7pm each month at the Sun Inn, 6 Derby Road, Eastwood NG16 3NT."
britishlegion.org.uk,,,,"Elham Valley RBL",,,,,,,,,"United Kingdom",,,,"Elham Valley Branch meets at 7.30 every first Thursday of the month at St Mary's Hall, Elham."
britishlegion.org.uk,,,,"Faringdon & District",,,,,,,,,"United Kingdom",,,,"Faringdon Branch and District meet on the third Wednesday of every month at Faringdon Bowling Club, Gravel Walk, Faringdon, at 7.30pm."
britishlegion.org.uk,,,,"Farnsfield RBL",,,,,,,,,"United Kingdom",,,,"Farnsfield & District Branch meets at 7.30pm on the first Tuesday of every month at the Cricket Club in Farnsfield."
britishlegion.org.uk,,,,"Felsted RBL",,,,"Bury Chase, Felsted, Dunmow CM6 3DQ, UK",,51.8568576,0.4322378,"CM6 3DQ","United Kingdom",,Essex,Dunmow,"Felsted Branch meets at 8pm every 2 months at the Club Room in Felsted."
britishlegion.org.uk,,,,Finedon,,,,"Wellingborough Rd, Finedon, Wellingborough NN9 5LG, United Kingdom",,52.3364542,-0.6563045,"NN9 5LG","United Kingdom",,Northamptonshire,Wellingborough,"The Finedon, Irthlingborough and District Branch meets at 7.30pm on the first Monday of every month at the Finedon Bowls Club, Wellingborough Road, Finedon NN9 5LG.  Please visit the News and Events tab for a current list of meetings and other events.  If you wish to contact the branch please do so via the Branch Secretary at Finedon.Secretary@rbl.community"
britishlegion.org.uk,,,,Fleet,,,,,,,,,"United Kingdom",,,,"The Branch was formed on 24th June 1921.  Though we no longer have a clubhouse we are a busy and growing branch.  Members and supporters regularly get together for social and fundraising events.  Socially we meet three times a month:"
britishlegion.org.uk,,,,"Eastry RBL",,,,,,,,,"United Kingdom",,,,"Branch meets at 10.50 every 3rd Sunday in the month at the 5 Bells Pub in Eastry Kent."
britishlegion.org.uk,,,,"Edington RBL",,,,,,,,,"United Kingdom",,,,"Edington Branch meets at 8pm on the first Monday of every  month at The Paulet Arms, Edington. Please see separate list of  dates for 2012 meetings."
britishlegion.org.uk,,,,Exmouth,,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Farnborough Hants RBL",,,,"51 Cambridge Rd E, Farnborough GU14 6QB, UK",,51.2813595,-0.747817,"GU14 6QB","United Kingdom",,Hampshire,Farnborough,"Farnborough Branch meets at 8pm on the 3rd Monday of every month except August and December at The Royal British Legion, 51 Cambridge Road East, Farnborough GU14 6QB."
britishlegion.org.uk,,,,Fawley,,,https://www.fawleybritishlegion.co.uk/,"3 Exbury Rd, Blackfield, Southampton SO45 1XD, United Kingdom",,50.8174148,-1.3742584,"SO45 1XD","United Kingdom",,Hampshire,Southampton,"Branch meets at 19.30 on the third Monday every month at the Blackfield Royal British Legion Club in Exbury Road Blackfield Southampton SO45 1EX."
britishlegion.org.uk,,,,"Ferndown RBL",,,,"Church Rd, Ferndown BH22 9ET, UK",,50.8021539,-1.8964705,"BH22 9ET","United Kingdom",,Dorset,Ferndown,"The Branch Committee usually meets on the first Tuesday of every second month. Our main aim is liaising with local councils to arrange the Remembrance Parades and Poppy wreath laying. The Committee also raises money for the Poppy appeal."
britishlegion.org.uk,,,,"Flackwell Heath & District Branch",,,,"Common Rd, Flackwell Heath, High Wycombe HP10 9NS, UK",,51.6016193,-0.708764,"HP10 9NS","United Kingdom",,Buckinghamshire,"High Wycombe",
britishlegion.org.uk,,,,"Ford & District",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,Fordingbridge,,,,,,,,,"United Kingdom",,,,"Branch meets at:"
britishlegion.org.uk,,,,"Formby RBL",,,,,,,,,"United Kingdom",,,,"Formby Branch meet at 7:30PM on the Second Monday of each month in a variety of community centres."
britishlegion.org.uk,,,,"Frecheville RBL",,,,"59 Sheffield Rd, Woodhouse, Sheffield S13 7EQ, UK",,53.3570358,-1.3777442,"S13 7EQ","United Kingdom",,"South Yorkshire",Sheffield,"Frecheville Branch meets every third Wednesday of each month at ""The Angel Inn, 59 Sheffield Rd, Sheffield S13 7EQ""  opening with the act of homage at 7:00pm"
britishlegion.org.uk,,,,"Galanos RBL Branch",,,,"Ground, Prestige Towers, 99 & 100, Residency Rd, Infront of Cash Pharmacy, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India",,12.9691764,77.602373,560025,"United Kingdom",,"Bangalore Division",,"This new branch will specialise in the RBL branch community support programme providing regular opportunities for potential beneficiaries to meet with the team at the Hub."
britishlegion.org.uk,,,,"Gloucester City",,,,"Eastgate House, 121-131 Eastgate St, Gloucester GL1 1PX, UK",,51.8624787,-2.2401267,"GL1 1PX","United Kingdom",,Gloucestershire,Gloucester,
britishlegion.org.uk,,,,"Goole & Howden RBL",,,,"Haig Memorial, Pasture Rd, Goole DN14 6HE, United Kingdom",,53.7082777,-0.8736052,"DN14 6HE","United Kingdom",,"East Riding of Yorkshire",Goole,"Goole & Howden Branch meets at 8.00pm on the 2nd Thursday of every month, at The Charter Club, Pasture Road, Goole, DN14 6HE"
britishlegion.org.uk,,,,"Gravesham & Ebbsfleet RBL",,,,,,,,,"United Kingdom",,,,"Gravesham & Ebbsfleet Branch meets every third Tuesday of the month. Members are welcome to attend these meetings with prior notification to: dannyhawkins4634@yahoo.co.uk"
britishlegion.org.uk,,,,"Great Harwood RBL",,,,,,,,,"United Kingdom",,,,"Great Harwood Branch meets at 8.00pm on the second Monday of every month at the Plough Hotel in Great Harwood."
britishlegion.org.uk,,,,"Forest Green & Nailsworth RBL",,,,,,,,,"United Kingdom",,,,"The Forest Green & Nailsworth Branch meets at 1930 on selected months throughout the year - Jan, Mar, May, Jul, Sep, Oct, Nov and Dec - at the Social Club in Nailsworth."
britishlegion.org.uk,,,,"Frampton Cotterell RBL",,,,"Memorial Hall, 40 Ryecroft Rd, Frampton Cotterell, Bristol BS36 2HW, UK",,51.5310363,-2.4753284,"BS36 2HW","United Kingdom",,"South Gloucestershire",Bristol,
britishlegion.org.uk,,,,"Frome RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Gillingham RBL",,,,"School Ln, Gillingham SP8 4QW, UK",,51.037773,-2.271709,"SP8 4QW","United Kingdom",,Dorset,Gillingham,
britishlegion.org.uk,,,,"Gnosall RBL",,,,,,,,,"United Kingdom",,,,
britishlegion.org.uk,,,,"Gosport & Alverstoke RBL",,,,"145 Brockhurst Rd, Gosport PO12 3AX, UK",,50.808258,-1.1534355,"PO12 3AX","United Kingdom",,Hampshire,Gosport,"The Branch meetings are normally held on the 2nd Wednesday of each month . We meet in the bar area at 20:00hrs in the RBL club building, 145 Brockhurst Road, Gosport PO123AX."
britishlegion.org.uk,,,,"Grays RBL",,,,"61 Southend Rd, Grays RM17 5NL, United Kingdom",,51.4851713,0.3360707,"RM17 5NL","United Kingdom",,Thurrock,Grays,"Branch meets at 7pm every second Thursday in the month at the RAFA Club in Southend Road Grays Essex RM17 5NL."
britishlegion.org.uk,,,,"Great Torrington RBL",,,,,,,,,"United Kingdom",,,,"Great Torrington Branch meets at 7pm every 3rd Wednesday of the month at the Conservative Club, 38 South Street, Torrington, EX38 8AB."
britishlegion.org.uk,,,,"Greenford RBL",,,,"182 Oldfield Ln S, Greenford UB6 9JS, UK",,51.53555,-0.348868,"UB6 9JS","United Kingdom",,"Greater London",Greenford,
britishlegion.org.uk,,,,"Gresford RBL",,,,,,,,,"United Kingdom",,,,"Gresford Branch committee meets every first Monday of the Month at the The Royal British Legion in Gresford at 8pm."
britishlegion.org.uk,,,,"Hadleigh Suffolk RBL",,,,"George St, Hadleigh, Ipswich IP7 5BB, UK",,52.0439023,0.954516,"IP7 5BB","United Kingdom",,Suffolk,Ipswich,"Hadleigh & District Branch meets at 7.30pm on the first Tuesday of every month at The Royal British Legion in Hadleigh."
britishlegion.org.uk,,,,"Hale RBL",,,,"6 Church End, Hale, Liverpool L24 4AX, United Kingdom",,53.3346134,-2.7982288,"L24 4AX","United Kingdom",,"Borough of Halton",Liverpool,"Branch meets at 2000hrs on the First Wednesday of each month at the ""Childe of Hale"" Hotel, Church End, Hale Village, L24 4AX"
britishlegion.org.uk,,,,"Halifax RBL",,,,"4 Hopwood Ln, Halifax HX1 5HW, UK",,53.7215509,-1.8651944,"HX1 5HW","United Kingdom",,"West Yorkshire",Halifax,"Halifax Central Branch meets at 1400hrs every second Thursday of  the month at 4 Hopwood Lane, Halifax HX1 5HW"
britishlegion.org.uk,,,,Halstead,,,,"13 The Causeway, Halstead CO9 1ET, UK",,51.9426651,0.6357259,"CO9 1ET","United Kingdom",,Essex,Halstead,
britishlegion.org.uk,,,,Hamstreet,,,,"B2067, Hamstreet TN26 2JF, United Kingdom",,51.0637195,0.855715,"L24 4AX","United Kingdom",,Kent,,"Branch meets at 2000 hrs every month at The Sports Pavilion in Hamstreet TN26 2JH."
