Brand Organization Email Extension,Tenant Organization Email Extension,Brand Location Number,Tenant Location Number,Name,Phone,Email,Website,Address Line one,Address Line Two,Latitude,Longitude,Zip Code,Country,State,County,Municipality - Place,Notes
britishlegion.org.uk,,,,Colston Bassett RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Conisbrough RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Corby RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Cramlington RBL,,,,,,,,NE23 6QJ,United Kingdom,,,,"Cramlington Branch meets at 7.30pm on the second Monday of every month at Cramlington Village Club, Park Veiw,Cramlington, NE23 6QJ."
britishlegion.org.uk,,,,Crawley,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Crewe RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Cricklade RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Culcheth & Dist RBL,,,,,,,,,United Kingdom,,,,Culcheth Branch meets every month at The Royal British Legion  Club (Village Club) in Culcheth.
britishlegion.org.uk,,,,Cumnor RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Darlington RBL,,,,,,,,DL1 2DD,United Kingdom,,,,"Darlington Branch meets at 7.30pm on the fourth Wednesday of each month at the Haughton Le Skerne Club, 25 Haughton Green, Darlington, DL1 2DD.  This is every month with the exception of November, (When the Branch Annual General Meeting is held & followed straight after by a shortened Branch Monthly Members' Meeting) and also December, (When no Branch Monthly Members' Meeting is held)."
britishlegion.org.uk,,,,Darwen RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Cranfield RBL,,,,,,,,,United Kingdom,,,,Cranfield Branch meets every third Monday of the month from 8pm at the Cranfield Community Centre Home Farm
britishlegion.org.uk,,,,Crediton,,,,,,,,,United Kingdom,,,,"Crediton Branch meets every 3 months, to find out where and when please contact the branch secretary."
britishlegion.org.uk,,,,Crewkerne RBL,,,,,,,,TA18 8DA,United Kingdom,,,,"The Crewkerne Branch meets at The George Reynolds Centre, Crewkerne, TA18 8DA"
britishlegion.org.uk,,,,Crowborough RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Cullybackey RBL,,,,,,,,,United Kingdom,,,,Cullybackey Branch meets at 8:00pm every first Wednesday of each month at the Legion Hall in Main Street Cullybackey.
britishlegion.org.uk,,,,Damerham & Western Downland RBL Branch,,,,,,,,SP6 3HD,United Kingdom,,,,"The Branch meets twice a year in Damerham Village Hall, SP6 3HD: A Spring Meeting in March and the Annual General Meeting in October."
britishlegion.org.uk,,,,Dartmoor,,,,,,,,,United Kingdom,,,,The Branch meets at various location throughout the county quarterly with times varying.
britishlegion.org.uk,,,,Datchet RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Daventry RBL,,,,,,,,NN11 4BQ,United Kingdom,,,,"Daventry Branch meets at 7.30pm on the last Thursday of every month at Daventry Conservative Club 39 High St, Daventry, NN11 4BQ"
britishlegion.org.uk,,,,Dawlish,,,,,,,,EX7 9LL,United Kingdom,,,,"Dawlish Branch meet at 2000hrs on the second Thursday of every month at the branch headquarters, 42-44 Park Road, Dawlish, EX7 9LL."
britishlegion.org.uk,,,,Debenham RBL,,,,,,,,IP14 6QN,United Kingdom,,,,"Debenham & District Branch meets at 7.30pm every second month at Dove Cottage, High Street, Debenham, Suffolk IP14 6QN."
britishlegion.org.uk,,,,Devizes RBL,,,,,,,,SN10 3AA,United Kingdom,,,,"Devizes Branch meets at 1945 for 2000 on the third Tuesday of every month at the Wyvern Club, 51 Church Walk, Devizes SN10 3AA."
britishlegion.org.uk,,,,Diss & District RBL,,,,,,,,,United Kingdom,,,,"Diss & District Branch meets at 19:15hrs every 3rd Monday of the month at the Diss & District Bowls Club, Lower Denmark Street, Diss, Norfolk, IP22 4BE.  (Turn into the road next to The Cock Inn Public House. The bowls club is situated behind the pub)."
britishlegion.org.uk,,,,Dover White Cliffs,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Downham & District RBL,,,http://www.downham-rbl.org.uk/,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Droitwich RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Dawley RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Deanshanger & Wicken RBL,,,,,,,,MK19 6HP,United Kingdom,,,,The Deanshanger and Wicken CBS meets at Deanshanger Parish Council Offices 3 Hayes Road MK19 6HP.  Our meeting dates are here
britishlegion.org.uk,,,,Dereham & District,,,,,,,,,United Kingdom,,,,The Dereham & District Branch meets at 7.30pm on the first Wednesday of the month at Toftwood Social Club in Toftwood. Doors open at 7.00pm
britishlegion.org.uk,,,,Dinnington & District RBL,,,,,,,,S25 2PS,United Kingdom,,,,"Dinnington & Districts Branch meets on the last Wednesday of every month (except December) at 7.30pm at the Lyric Theatre, 62 Laughton Road, Dinnington, Sheffield. S25 2PS"
britishlegion.org.uk,,,,Dorchester,,,,,,,,DT1 1RR,United Kingdom,,,,"Branch meets quarterly on a Thursday at 7pm at The Dorford Centre, Bridport Road, Dorchester, DT1 1RR."
britishlegion.org.uk,,,,Dowlais RBL,,,,,,,,,United Kingdom,,,,"Dowlais Branch meets every first Tuesday of the  month at the Morlais Tavern, Dowlais, Merthyr Tydfil.     Membership is open to everyone. If you have an interest in  the objectives of the Legion and want to help and support for those  who have served and their families, come and join us. We welcome  men and women of all ages, whether they have served in the Armed  Forces or not."
britishlegion.org.uk,,,,Driffield & Dist RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Dromore Branch,,,,,,,,,United Kingdom,,,,"Branch meets at 1900hrs every 1st Monday of each month ….Feb, April, June, Sept, Oct, Nov, Dec."
britishlegion.org.uk,,,,Droxford RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Dulverton and District,,,,,,,,,United Kingdom,,,,"Branch meets at 1930hrs monthly at Brushford Village Hall, Brushford."
britishlegion.org.uk,,,,Dunmow & District RBL,,,,,,,,,United Kingdom,,,,"The Dunmow & District Branch meets on the second Wednesday of every month.  If you would like to find out more information, please email Dunmow.Secretary@RBL.Community for further details."
britishlegion.org.uk,,,,Duston RBL,,,,,,,,,United Kingdom,,,,The Duston Branch meets at 7.30pm on the SECOND Thursday of every month at
britishlegion.org.uk,,,,East Barnet RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,East Grinstead RBL,,,,,,,,,United Kingdom,,,,"East Grinstead Branch meets at 10.30am on the first Thursday of every month at the Legion branch in Station Road, East Grinstead."
britishlegion.org.uk,,,,East Liverpool RBL,,,,,,,,,United Kingdom,,,,East Liverpool Branch meets at 8-15pm on the third Monday of each month at East Liverpool Royal British Legion Club in Liverpool.
britishlegion.org.uk,,,,Eastbourne RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Dublin Central Branch,,,,,,,,,United Kingdom,,,,"The Branch meets quarterly in the Republic of Ireland RBL District Office in Molesworth Street, Dublin 2."
britishlegion.org.uk,,,,Dulwich RBL,,,,,,,,SE22 0HR,United Kingdom,,,,"Dulwich Branch meets every four months at 97 Barry Road, East Dulwich London SE22 0HR."
britishlegion.org.uk,,,,Dursley & Cam RBL Branch,,,,,,,,,United Kingdom,,,,The Dursley and Cam Branch meets on the first Sunday of every month at 12 noon in the Walker Room of the Dursley Community Centre. For more details visit our Facebook page.
britishlegion.org.uk,,,,Earl Mountbatten RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,East Cowes RBL,,,,,,,,,United Kingdom,,,,"Branch meets at 7.45pm on the 2nd Wednesday of every month except January & August at the Victoria Tavern in Clarence Road, East Cowes."
britishlegion.org.uk,,,,East Harling RBL,,,,,,,,,United Kingdom,,,,"East Harling and District Branch meets at 1900hrs on the first Thursday of every month, March to December at the East Harling Social Club in the Rudd room."
britishlegion.org.uk,,,,East Pennard & Dist RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Eastcote,,,,,,,,HA4 9SQ,United Kingdom,,,,"Eastcote Branch meets on a quarterly basis at the Royal British Legion, Southbourne Gardens, Eastcote, Middlesex HA4 9SQ."
britishlegion.org.uk,,,,Eastleigh & Chandlers Ford,,,,,,,,SO50 9FD,United Kingdom,,,,"Eastleigh, Chandlers Ford & District Branch usually meets at 7.30pm on the first Monday of each month (except Bank Holidays then the following Monday) at the Eastleigh Working Mens Club in 18 Upper Market Street, Eastleigh SO50 9FD (opposite Sainsbury's).  However, please check our Facebook page for the up-to-date information about meetings RBL Eastleigh, Chandlers Ford & District Branch | Facebook"
britishlegion.org.uk,,,,Eastwood & District RBL,,,,,,,,NG16 3NT,United Kingdom,,,,"Eastwood and District Branch meets at 7pm each month at the Sun Inn, 6 Derby Road, Eastwood NG16 3NT."
britishlegion.org.uk,,,,Elham Valley RBL,,,,,,,,,United Kingdom,,,,"Elham Valley Branch meets at 7.30 every first Thursday of the month at St Mary's Hall, Elham."
britishlegion.org.uk,,,,Faringdon & District,,,,,,,,,United Kingdom,,,,"Faringdon Branch and District meet on the third Wednesday of every month at Faringdon Bowling Club, Gravel Walk, Faringdon, at 7.30pm."
britishlegion.org.uk,,,,Farnsfield RBL,,,,,,,,,United Kingdom,,,,Farnsfield & District Branch meets at 7.30pm on the first Tuesday of every month at the Cricket Club in Farnsfield.
britishlegion.org.uk,,,,Felsted RBL,,,,,,,,,United Kingdom,,,,Felsted Branch meets at 8pm every 2 months at the Club Room in Felsted.
britishlegion.org.uk,,,,Finedon,,,,,,,,NN9 5LG,United Kingdom,,,,"The Finedon, Irthlingborough and District Branch meets at 7.30pm on the first Monday of every month at the Finedon Bowls Club, Wellingborough Road, Finedon NN9 5LG.  Please visit the News and Events tab for a current list of meetings and other events.  If you wish to contact the branch please do so via the Branch Secretary at Finedon.Secretary@rbl.community"
britishlegion.org.uk,,,,Fleet,,,,,,,,,United Kingdom,,,,The Branch was formed on 24th June 1921.  Though we no longer have a clubhouse we are a busy and growing branch.  Members and supporters regularly get together for social and fundraising events.  Socially we meet three times a month:
britishlegion.org.uk,,,,Eastry RBL,,,,,,,,,United Kingdom,,,,Branch meets at 10.50 every 3rd Sunday in the month at the 5 Bells Pub in Eastry Kent.
britishlegion.org.uk,,,,Edington RBL,,,,,,,,,United Kingdom,,,,"Edington Branch meets at 8pm on the first Monday of every  month at The Paulet Arms, Edington. Please see separate list of  dates for 2012 meetings."
britishlegion.org.uk,,,,Exmouth,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Farnborough Hants RBL,,,,,,,,GU14 6QB,United Kingdom,,,,"Farnborough Branch meets at 8pm on the 3rd Monday of every month except August and December at The Royal British Legion, 51 Cambridge Road East, Farnborough GU14 6QB."
britishlegion.org.uk,,,,Fawley,,,,,,,,SO45 1EX,United Kingdom,,,,Branch meets at 19.30 on the third Monday every month at the Blackfield Royal British Legion Club in Exbury Road Blackfield Southampton SO45 1EX.
britishlegion.org.uk,,,,Ferndown RBL,,,,,,,,,United Kingdom,,,,The Branch Committee usually meets on the first Tuesday of every second month. Our main aim is liaising with local councils to arrange the Remembrance Parades and Poppy wreath laying. The Committee also raises money for the Poppy appeal.
britishlegion.org.uk,,,,Flackwell Heath & District Branch,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Ford & District,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Fordingbridge,,,,,,,,,United Kingdom,,,,Branch meets at:
britishlegion.org.uk,,,,Formby RBL,,,,,,,,,United Kingdom,,,,Formby Branch meet at 7:30PM on the Second Monday of each month in a variety of community centres.
britishlegion.org.uk,,,,Frecheville RBL,,,,,,,,S13 7EQ,United Kingdom,,,,"Frecheville Branch meets every third Wednesday of each month at ""The Angel Inn, 59 Sheffield Rd, Sheffield S13 7EQ""  opening with the act of homage at 7:00pm"
britishlegion.org.uk,,,,Galanos RBL Branch,,,,,,,,,United Kingdom,,,,This new branch will specialise in the RBL branch community support programme providing regular opportunities for potential beneficiaries to meet with the team at the Hub.
britishlegion.org.uk,,,,Gloucester City,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Goole & Howden RBL,,,,,,,,DN14 6HE,United Kingdom,,,,"Goole & Howden Branch meets at 8.00pm on the 2nd Thursday of every month, at The Charter Club, Pasture Road, Goole, DN14 6HE"
britishlegion.org.uk,,,,Gravesham & Ebbsfleet RBL,,,,,,,,,United Kingdom,,,,Gravesham & Ebbsfleet Branch meets every third Tuesday of the month. Members are welcome to attend these meetings with prior notification to: dannyhawkins4634@yahoo.co.uk
britishlegion.org.uk,,,,Great Harwood RBL,,,,,,,,,United Kingdom,,,,Great Harwood Branch meets at 8.00pm on the second Monday of every month at the Plough Hotel in Great Harwood.
britishlegion.org.uk,,,,Forest Green & Nailsworth RBL,,,,,,,,,United Kingdom,,,,"The Forest Green & Nailsworth Branch meets at 1930 on selected months throughout the year - Jan, Mar, May, Jul, Sep, Oct, Nov and Dec - at the Social Club in Nailsworth."
britishlegion.org.uk,,,,Frampton Cotterell RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Frome RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Gillingham RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Gnosall RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Gosport & Alverstoke RBL,,,,,,,,,United Kingdom,,,,"The Branch meetings are normally held on the 2nd Wednesday of each month . We meet in the bar area at 20:00hrs in the RBL club building, 145 Brockhurst Road, Gosport PO123AX."
britishlegion.org.uk,,,,Grays RBL,,,,,,,,RM17 5NL,United Kingdom,,,,Branch meets at 7pm every second Thursday in the month at the RAFA Club in Southend Road Grays Essex RM17 5NL.
britishlegion.org.uk,,,,Great Torrington RBL,,,,,,,,,United Kingdom,,,,"Great Torrington Branch meets at 7pm every 3rd Wednesday of the month at the Conservative Club, 38 South Street, Torrington, EX38 8AB."
britishlegion.org.uk,,,,Greenford RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Gresford RBL,,,,,,,,,United Kingdom,,,,Gresford Branch committee meets every first Monday of the Month at the The Royal British Legion in Gresford at 8pm.
britishlegion.org.uk,,,,Hadleigh Suffolk RBL,,,,,,,,,United Kingdom,,,,Hadleigh & District Branch meets at 7.30pm on the first Tuesday of every month at The Royal British Legion in Hadleigh.
britishlegion.org.uk,,,,Hale RBL,,,,,,,,L24 4AX,United Kingdom,,,,"Branch meets at 2000hrs on the First Wednesday of each month at the ""Childe of Hale"" Hotel, Church End, Hale Village, L24 4AX"
britishlegion.org.uk,,,,Halifax RBL,,,,,,,,HX1 5HW,United Kingdom,,,,"Halifax Central Branch meets at 1400hrs every second Thursday of  the month at 4 Hopwood Lane, Halifax HX1 5HW"
britishlegion.org.uk,,,,Halstead,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Hamstreet,,,,,,,,TN26 2JH,United Kingdom,,,,Branch meets at 2000 hrs every month at The Sports Pavilion in Hamstreet TN26 2JH.
britishlegion.org.uk,,,,Harlow Town RBL,,,,,,,,,United Kingdom,,,,"Harlow Town Branch Committee meets the first Monday of every month (unless it falls on a Bank Holiday) commencing 1930 hours, at the Radburn Pavilion in Commonside Road, Harlow. Any member is welcome to attend."
britishlegion.org.uk,,,,Greens Norton RBL,,,,,,,,,United Kingdom,,,,"Greens Norton Branch meets at 8pm on the third  Tuesday of the month, on a bi-monthly basis from January at Greens  Norton British Legion Club."
britishlegion.org.uk,,,,Gt Wakering & Dist RBL,,,http://www.wakeringrblc.co.uk/,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Hailsham & District RBL,,,,,,,,,United Kingdom,,,,"The branch meets on the second Tuesday of the month, except January and August, in the Hailsham Club in Vicarage Field. See the meetings page for more information. Click Here."
britishlegion.org.uk,,,,Halesowen RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Hallamshire RBL,,,,,,,,,United Kingdom,,,,The Hallamshire Branch meets at:
britishlegion.org.uk,,,,Halton RBL,,,https://www.haltonrbl.co.uk/,,,,,,United Kingdom,,,,"Been to a few functions here in the last month and want to say how brilliant I find this place. Cheap drinks, decent food, friendly staff, fab entertainment and everyone was so nice. Very spacious, a great place to meet friends and family. It's our new regular place."
britishlegion.org.uk,,,,Hardwicke RBL,,,,,,,,,United Kingdom,,,,"Hardwicke & District Branch meets every second Wednesday of the month (except August) at The Royal British Legion in Green Lane, Hardwicke."
britishlegion.org.uk,,,,Harpenden RBL,,,,,,,,AL5 2HU,United Kingdom,,,,"Harpenden Branch meets at 7:45pm every third Monday of January, April, July & October at the RBL Club Ltd Headquarters,   21 Leyton Road, Harpenden, Herts AL5 2HU."
britishlegion.org.uk,,,,Hartland RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Hartley Wintney RBL,,,,,,,,,United Kingdom,,,,"Branch meets approximately three times annually, but has various social events ( garden party, black tie dinner, casual lunches etc) throughout the year."
britishlegion.org.uk,,,,Haughley RBL Branch,,,,,,,,IP14 3RA,United Kingdom,,,,"We meet the second Thursday of each month at 7.45pm at Haughley United Football club, postcode IP14 3RA."
britishlegion.org.uk,,,,Hawkhurst RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Hayle RBL,,,,,,,,,United Kingdom,,,,Branch meets on Mon.Wed.& Fri every week at the Passmore Edwards Institute in Hayle.
britishlegion.org.uk,,,,Hazel Grove,,,,,,,,,United Kingdom,,,,"Branch meets at 19:30hrs every 2nd Thursday of every 2nd month from January at the Civic Hall in Hazel Grove, SK7 4DF."
britishlegion.org.uk,,,,Headingley,,,,,,,,,United Kingdom,,,,"We meet every Wednesday evening in the New Headingley Club. Phone the secretary for further details; veterans, serving, and supporters, are very welcome. Official Members meetings are every SECOND Wednesday of each month starting at 7.30pm. The meetings are not long and members usually spend time afterwards to socialise."
britishlegion.org.uk,,,,Heckmondwike RBL,,,,,,,,,United Kingdom,,,,Our Heckmondwike Branch meets at 7.00 pm every 3rd Thursday of the month in the Community Room of St James Church Heckmondwike.
britishlegion.org.uk,,,,Hartlepool RBL,,,,,,,,,United Kingdom,,,,Branch meets at 7pm every 3rd Tuesday of each month at Ye Olde Durham’s Social Club.
britishlegion.org.uk,,,,Hathersage RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Havant RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Hayes (Kent) RBL,,,,,,,,,United Kingdom,,,,"Hayes Branch meets on a regular basis at the club house in Station Hill, Hayes."
britishlegion.org.uk,,,,Hayling Island RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Hazlemere & District RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Headley & District,,,,,,,,GU30 7RU,United Kingdom,,,,"The branch meets at: Passfield Club, Liphook GU30 7RU. (There is no set meeting schedule)."
britishlegion.org.uk,,,,Heddington and Stockley RBL,,,,,,,,,United Kingdom,,,,"Branch meets approximately 3 monthly, locally in the village."
britishlegion.org.uk,,,,Hednesford,,,,,,,,,United Kingdom,,,,"Hednesford Branch meets the 3rd Sunday of the month at 11am.  We meet at Hednesford Ex Serviceman's Club, Anglesey Street, Hednesford."
britishlegion.org.uk,,,,Helmshore RBL,,,,,,,,,United Kingdom,,,,"Helmshore Branch meets on the last Wednesday of every month at Sunnybank Social Club, Helmshore from 8:00pm"
britishlegion.org.uk,,,,Henley In Arden RBL,,,,,,,,,United Kingdom,,,,"Henley in Arden Branch meets at 7.30pm on the first Tuesday of every month at the White Swan in High Street, Henley in Arden."
britishlegion.org.uk,,,,Hereford City North RBL,,,,,,,,,United Kingdom,,,,"Hereford City North Branch meets every month at 7.30pm on the last Monday, except August and December When the last Monday is a Bank Holiday the meeting takes place on the previous Monday. The venue is the Hereford Welsh Social Club, 1 Hinton Road Hereford."
britishlegion.org.uk,,,,Hessle Branch,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,High Wycombe RBL,,,,,,,,,United Kingdom,,,,"High Wycombe Branch meets at 7.30pm every second Monday of every other month at the Riverside Club, Legion Hall, High Wycombe."
britishlegion.org.uk,,,,Hillingdon & Dist RBL,,,,,,,,,United Kingdom,,,,"Hillingdon & District Branch meets at the Hillingdon British  Legion in Uxbridge Road, Hillingdon, every four to six weeks."
britishlegion.org.uk,,,,Holmes Chapel RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Hedon & Dist RBL,,,,,,,,HU12 8JP,United Kingdom,,,,"Hedon & District Branch Committee meets at 7.00pm on the third Monday every month in the Committee Room of our Club, 4 Magdalen Gate, Hedon. HU12 8JP."
britishlegion.org.uk,,,,Hemel Hempstead RBL,,,,,,,,HP2 5DF,United Kingdom,,,,"Hemel Hempstead Branch meets at 8:00pm on the third Tuesday of every other month at The Royal British Legion in Queesway, Hemel Hempstead, HP2 5DF."
britishlegion.org.uk,,,,Henley on Thames RBL,,,https://www.rbl-henley.org/,,,,,RG9 2JA,United Kingdom,,,,"Henley-on-Thames & Peppard Branch meet on the 3rd Tuesday of each month for lunch preceded by a talk at the Henley Rugby Club, Marlow Rd, Henley-on-Thames, RG9 2JA"
britishlegion.org.uk,,,,Hertford,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,High Ercall RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Highworth & Dist RBL,,,,,,,,,United Kingdom,,,,"Highworth & District Branch meet on the first Wednesday of every month in the King and Queen Public House, High Street, Highworth, at 7:30pm."
britishlegion.org.uk,,,,Histon RBL,,,,,,,,CB24 9LJ,United Kingdom,,,,"The Branch meets at 7pm on the first Monday of each month at the RBL Social Club, Saffron Road Histon CB24 9LJ.  The next branch meetings are as follows."
britishlegion.org.uk,,,,Holsworthy RBL,,,,,,,,,United Kingdom,,,,Holsworthy Branch meets at 19:30hrs on the third Wednesday of every month at the Magpie Football & RBL Club in Holsworthy.
britishlegion.org.uk,,,,Holyhead RBL,,,,,,,,LL65 2WH,United Kingdom,,,,"Branch meets at 19:30 every First Wednesday of the month at the Kingsland Community centre, Cyttir RD, LL65 2WH in Holyhead."
britishlegion.org.uk,,,,Honiton,,,,,,,,,United Kingdom,,,,"Honiton Branch meet at 1930hrs, every 2nd Wednesday of each month at The Bee Hive in Honiton."
britishlegion.org.uk,,,,Horley RBL,,,,,,,,,United Kingdom,,,,"Horley Branch meets at 7:30pm on the last Tuesday of every month at the Horley & District Constitional Club, 1 Albert Road, Horley."
britishlegion.org.uk,,,,Horsforth,,,,,,,,,United Kingdom,,,,"Branch meets at 7:30pm every 2nd Tuesday of each month at the Horsforth Conservative Club, Town Street, Horsforth, Leeds, LS18 5BP Except December Tuesday 13th for our Christmas Buffet, all members welcome."
britishlegion.org.uk,,,,Hounslow RBL,,,,,,,,,United Kingdom,,,,The Hounslow Branch meets every 2nd Friday of the month at 8.00pm in Legion Hall Whitton Road.
britishlegion.org.uk,,,,Huddersfield RBL,,,,,,,,,United Kingdom,,,,The Huddersfield Branch of the Royal British Legion meets at 7:30 pm on the second Tuesday of every month at:
britishlegion.org.uk,,,,Hunstanton RBL,,,,,,,,,United Kingdom,,,,"Hunstanton Branch usually meets at 7.30pm on the first Wednesday of every month at the United Services Club in Homefields Road, Hunstanton."
britishlegion.org.uk,,,,Hurstbourne Tarrant,,,,,,,,SP11 0BH,United Kingdom,,,,"Branch meets Third Friday of the month, RBL Club Hurstbourne Tarrant SP11 0BH"
britishlegion.org.uk,,,,Holyport & Dist RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Horbury,,,,,,,,,United Kingdom,,,,2nd Monday of the month (excluding November when we meet on the 1st Mon of the month for Remembrance Sunday preparations.)
britishlegion.org.uk,,,,Horndon on the Hill RBL,,,,,,,,,United Kingdom,,,,Horndon on the Hill Branch meet at 8pm on last Tuesday of the month (except December) at the Welcome Club in Stanford le Hope.
britishlegion.org.uk,,,,Horsham,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Hoyland & Dist RBL,,,,,,,,S74 9DL,United Kingdom,,,,"Hoyland and District Branch meets at 7:30pm every second Wednesday of each month at the Belmont Working Men's Club, West St, Hoyland, Barnsley S74 9DL. Everyone is welcome to attend meetings of the Hoyland Branch. If you are considering becoming a member of the Hoyland Branch do not hestitate and visit us at our next meeting."
britishlegion.org.uk,,,,Hungerford,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Huntingdon,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Hythe & Saltwood,,,,,,,,CT21 6EN,United Kingdom,,,,"Hythe & Saltwood Branch meets at 19:00, on the 3rd Wednesday of every month, except August and December, at the Hythe Sports and Social Club at 2 St Leonards Road, Hythe, Kent, CT21 6EN."
britishlegion.org.uk,,,,Ilfracombe RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Illogan RBL,,,,,,,,,United Kingdom,,,,"The IIlogan Branch meets every on the first Tuesday of every month at 8.30pm at the Branch Headquarters in Richards Lane,Illogan near Redruth."
britishlegion.org.uk,,,,Isleworth RBL,,,,,,,,TW7 6PA,United Kingdom,,,,"Isleworth Branch meets at 7.30pm on the first Monday of the month at 5-6 North Street, Isleworth TW7 6PA."
britishlegion.org.uk,,,,Ixworth & Dist RBL,,,,,,,,,United Kingdom,,,,"Ixworth and District Branch meets on the last Thursday of every month at 7:30pm at The Greyhound in Ixworth.  Membership is open to everyone. If you have an interest in the objectives of the Legion and want to help and support for those who have served and their families, come and join us. We welcome men and women of all ages, whether they have served in the Armed Forces or not."
britishlegion.org.uk,,,,Kedington & District,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Kenilworth RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Kimbolton RBL,,,,,,,,,United Kingdom,,,,Kimbolton Branch meets every on the first Tuesday of the month at Kimbolton School (CCF Classroom). This is normally a committee meeting.
britishlegion.org.uk,,,,Kingsbridge RBL,,,,,,,,,United Kingdom,,,,"Kingsbridge & District Branch meets last Wednesday of each month at RBL The Mill Club in Mill Street, Kingsbridge."
britishlegion.org.uk,,,,Ilkeston RBL,,,,,,,,DE7 5GU,United Kingdom,,,,"The Branch meets at the Flamsteed Center, Albert St., Ilkeston, DE7 5GU on the 2nd Friday of the Month at 1930"
britishlegion.org.uk,,,,Ilminster RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Ivybridge RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Jackfield RBL,,,,,,,,,United Kingdom,,,,Jackfield Branch meets at 11.00am on the first Sunday of eevery other at the Boat Inn in Jackfield.
britishlegion.org.uk,,,,Kelvedon RBL,,,,,,,,,United Kingdom,,,,"Kelvedon Branch is a friendly social group, which holds regular committee meetings, as well as various fundraising and social events. And we organise the selling of poppies at Remembrance time in Kelvedon and Feering. We also get together more informally for drinks during the year, to give everyone a chance to meet and get to know the other members."
britishlegion.org.uk,,,,Kilkeel RBL,,,,,,,,,United Kingdom,,,,"Kilkeel Branch meets on the first Wednesday of the month from September through to June (except January when it's the second Wednesday) at the Kilkeel Royal British Legion Club Ltd., which is on the quayside of Kilkeel Harbour."
britishlegion.org.uk,,,,Kimpton RBL,,,,,,,,,United Kingdom,,,,Kimpton Branch meets at 7.45pm every other month from January at the Boot Public House in Kimpton.
britishlegion.org.uk,,,,Kingsclere,,,,,,,,,United Kingdom,,,,Branch meets at 7pm every 1st Tuesday of the month in Kingsclere. We are in the process of securing a new venue.
britishlegion.org.uk,,,,Kingswood Hanham RBL,,,,,,,,,United Kingdom,,,,
